"","shotID","homeTeamCode","awayTeamCode","season","isPlayoffGame","game_id","homeTeamWon","id","time","timeUntilNextEvent","timeSinceLastEvent","period","team","location","event","goal","shotPlayContinuedOutsideZone","shotPlayContinuedInZone","shotGoalieFroze","shotPlayStopped","shotGeneratedRebound","homeTeamGoals","awayTeamGoals","xCord","yCord","xCordAdjusted","yCordAdjusted","shotAngle","shotAngleAdjusted","shotAnglePlusRebound","shotAngleReboundRoyalRoad","shotDistance","shotType","shotOnEmptyNet","shotRebound","shotAnglePlusReboundSpeed","shotRush","speedFromLastEvent","lastEventxCord","lastEventyCord","distanceFromLastEvent","lastEventShotAngle","lastEventShotDistance","lastEventCategory","lastEventTeam","homeEmptyNet","awayEmptyNet","homeSkatersOnIce","awaySkatersOnIce","awayPenalty1TimeLeft","awayPenalty1Length","homePenalty1TimeLeft","homePenalty1Length","playerPositionThatDidEvent","playerNumThatDidEvent","playerNumThatDidLastEvent","lastEventxCord_adjusted","lastEventyCord_adjusted","timeSinceFaceoff","goalieIdForShot","goalieNameForShot","shooterPlayerId","shooterName","shooterLeftRight","shooterTimeOnIce","shooterTimeOnIceSinceFaceoff","shootingTeamForwardsOnIce","shootingTeamDefencemenOnIce","shootingTeamAverageTimeOnIce","shootingTeamAverageTimeOnIceOfForwards","shootingTeamAverageTimeOnIceOfDefencemen","shootingTeamMaxTimeOnIce","shootingTeamMaxTimeOnIceOfForwards","shootingTeamMaxTimeOnIceOfDefencemen","shootingTeamMinTimeOnIce","shootingTeamMinTimeOnIceOfForwards","shootingTeamMinTimeOnIceOfDefencemen","shootingTeamAverageTimeOnIceSinceFaceoff","shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff","shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMaxTimeOnIceSinceFaceoff","shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff","shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMinTimeOnIceSinceFaceoff","shootingTeamMinTimeOnIceOfForwardsSinceFaceoff","shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff","defendingTeamForwardsOnIce","defendingTeamDefencemenOnIce","defendingTeamAverageTimeOnIce","defendingTeamAverageTimeOnIceOfForwards","defendingTeamAverageTimeOnIceOfDefencemen","defendingTeamMaxTimeOnIce","defendingTeamMaxTimeOnIceOfForwards","defendingTeamMaxTimeOnIceOfDefencemen","defendingTeamMinTimeOnIce","defendingTeamMinTimeOnIceOfForwards","defendingTeamMinTimeOnIceOfDefencemen","defendingTeamAverageTimeOnIceSinceFaceoff","defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff","defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMaxTimeOnIceSinceFaceoff","defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff","defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMinTimeOnIceSinceFaceoff","defendingTeamMinTimeOnIceOfForwardsSinceFaceoff","defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff","offWing","arenaAdjustedShotDistance","arenaAdjustedXCord","arenaAdjustedYCord","arenaAdjustedYCordAbs","timeDifferenceSinceChange","averageRestDifference","xGoal","xFroze","xRebound","xPlayContinuedInZone","xPlayContinuedOutsideZone","xPlayStopped","xShotWasOnGoal","isHomeTeam","shotWasOnGoal","teamCode","arenaAdjustedXCordABS"
"1786",465529,"ARI","VAN",2011,0,20325,0,129,1364,26,30,2,"AWAY","HOMEZONE","MISS",0,1,0,0,0,0,0,0,38,18,38,18,19.4400348282,19.4400348282,0,0,54.083269132,"SLAP",0,0,0,0,4.30826079887,-78,-39,129.247823966,0,0,"HIT","HOME",0,0,5,5,0,0,0,0,"C",33,0,-78,-39,49,8469608,"Mike Smith",8467876,"Henrik Sedin","L",1,1,3,2,7,3.66666666667,12,12,5,12,1,1,12,7,3.66666666667,12,12,5,12,1,1,12,3,2,50.6,51.6666666667,49,53,53,49,49,49,49,49,49,49,49,49,49,49,49,49,0,59,33,20,20,-48,-42,0.0084861,0.128638,0.0358526,0.445127,0.358974,0.0229228,0.677183,0,0,"VAN",33
"1787",465530,"ARI","VAN",2011,0,20325,0,130,1390,7,26,2,"AWAY","Neu. Zone","SHOT",0,1,0,0,0,0,0,0,11,13,11,13,9.46232220803,9.46232220803,9.97771262015,0,79.0759128939,"WRIST",0,0,0.383758177698,0,1.05611770906,38,18,27.4590604355,19.4400348282,54.083269132,"MISS","AWAY",0,0,5,5,0,0,0,0,"D",2,33,38,18,75,8469608,"Mike Smith",8469465,"Dan Hamhuis","L",38,38,3,2,33,29.6666666667,38,38,31,38,27,27,38,33,29.6666666667,38,38,31,38,27,27,38,3,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,82,8,13,13,15,21,0.00701717,0.155084,0.0053643,0.190835,0.619612,0.0220876,0.868857,0,1,"VAN",8
"1788",465531,"ARI","VAN",2011,0,20325,0,143,1480,21,8,2,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,0,39,26,39,26,27.4744316263,27.4744316263,0,0,56.3560112144,"WRIST",0,0,0,0,7.39192972099,-20,22,59.1354377679,0,0,"FAC","AWAY",0,0,5,5,0,0,0,0,"L",22,0,-20,22,8,8469608,"Mike Smith",8467875,"Daniel Sedin","L",8,8,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,61,35,28,28,0,0,0.00664959,0.226055,0.0318863,0.417421,0.29636,0.0216279,0.721404,0,1,"VAN",35
"1789",465532,"ARI","VAN",2011,0,20325,0,144,1501,0,21,2,"AWAY","HOMEZONE","GOAL",1,0,0,0,0,0,0,0,40,-26,40,-26,-27.9509690279,27.9509690279,55.4254006542,1,55.4707129934,"SLAP",0,0,2.63930479306,0,2.47664830932,39,26,52.0096144958,27.4744316263,56.3560112144,"SHOT","AWAY",0,0,5,5,0,0,0,0,"D",6,22,39,26,29,8469608,"Mike Smith",8465202,"Sami Salo","R",29,29,3,2,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3,2,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0,59,37,-28,28,0,0,0.012959,0.154548,0.0420016,0.442944,0.32944,0.0181064,0.644887,0,1,"VAN",37
"1790",465533,"ARI","VAN",2011,0,20325,0,147,1548,30,39,2,"HOME","AWAYZONE","MISS",0,1,0,0,0,0,0,1,-79,-5,79,5,26.5650511771,26.5650511771,0,0,11.1803398875,"WRIST",0,0,0,0,0.633286617191,-92,16,24.6981780705,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"L",89,0,92,-16,47,8471239,"Cory Schneider",8474571,"Mikkel Boedker","L",47,47,3,2,38.4,47,25.5,47,47,47,4,47,4,38.4,47,25.5,47,47,47,4,47,4,3,2,22.8,6.66666666667,47,47,8,47,6,6,47,22.8,6.66666666667,47,47,8,47,6,6,47,0,12,-78,-5,5,-2,15.6,0.13611,0.117727,0.0852454,0.349712,0.293392,0.0178124,0.853773,1,0,"ARI",78
"1791",465534,"ARI","VAN",2011,0,20325,0,150,1593,0,1,2,"AWAY","HOMEZONE","GOAL",1,0,0,0,0,0,0,1,61,-4,61,-4,-8.13010235416,8.13010235416,0,0,28.2842712475,"WRIST",0,0,0,0,43.8634243989,21,-22,43.8634243989,0,0,"TAKE","AWAY",0,0,5,5,0,0,0,0,"C",17,0,21,-22,92,8469608,"Mike Smith",8470616,"Ryan Kesler","R",4,4,3,2,27.6,21.3333333333,37,51,51,37,4,4,37,27.6,21.3333333333,37,51,51,37,4,4,37,3,2,27,29,24,44,38,44,4,19,4,27,29,24,44,38,44,4,19,4,0,30,59,-4,4,0,0.6,0.117008,0.223312,0.0488564,0.316394,0.277635,0.0167942,0.786293,0,1,"VAN",59
"1792",465535,"ARI","VAN",2011,0,20325,0,155,1633,0,0,2,"AWAY","HOMEZONE","GOAL",1,0,0,0,0,0,0,2,78,7,78,7,32.4711922908,32.4711922908,0,0,13.0384048104,"WRIST",0,0,0,0,31.1448230048,57,-16,31.1448230048,0,0,"BLOCK","AWAY",0,0,5,5,0,0,0,0,"L",7,0,57,-16,40,8469608,"Mike Smith",8471266,"David Booth","L",40,40,3,2,30.6,44.3333333333,10,49,49,10,10,40,10,28,40,10,40,40,10,10,40,10,3,2,40.8,40,42,44,40,44,40,40,40,40,40,40,40,40,40,40,40,40,0,15,76,8,8,-30,-12,0.229993,0.287328,0.0714933,0.209282,0.149801,0.0521036,0.864608,0,1,"VAN",76
"1793",465536,"ARI","VAN",2011,0,20325,0,164,1734,1,28,2,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,3,41,-28,41,-28,-30.2564371635,30.2564371635,0,0,55.5697759578,"SLAP",0,0,0,0,1.02270150452,69,-22,28.6356421266,0,0,"FAC","HOME",0,0,4,5,0,0,92,120,"D",6,0,69,-22,28,8469608,"Mike Smith",8465202,"Sami Salo","R",28,28,3,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,39,28,50,72,28,72,28,28,28,28,28,28,28,28,28,28,28,28,0,61,36,-31,31,0,0,0.00442349,0.140444,0.0606578,0.513978,0.261397,0.0190995,0.680625,0,1,"VAN",36
"1794",465537,"ARI","VAN",2011,0,20325,0,167,1772,13,37,2,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,3,46,22,46,22,27.0955524938,27.0955524938,0,0,48.3011387029,"WRIST",0,0,0,0,1.34185854998,69,-22,49.6487663492,0,0,"FAC","AWAY",0,0,3,5,0,0,54,120,"C",17,0,69,-22,37,8469608,"Mike Smith",8470616,"Ryan Kesler","R",66,37,4,1,60.2,58.75,66,66,66,66,37,37,66,37,37,37,37,37,37,37,37,37,1,2,71,37,88,110,37,110,37,37,66,37,37,37,37,37,37,37,37,37,1,52,43,24,24,0,0,0.00469022,0.134062,0.0712478,0.632191,0.135757,0.0220511,0.673542,0,1,"VAN",43
"1795",465538,"ARI","VAN",2011,0,20325,0,168,1785,16,13,2,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,3,45,23,45,23,27.5972958686,27.5972958686,0.501743374892,0,49.6487663492,"WRIST",0,0,0.0385956442225,0,0.108785658644,46,22,1.41421356237,27.0955524938,48.3011387029,"SHOT","AWAY",0,0,3,5,0,0,41,120,"L",22,17,46,22,50,8469608,"Mike Smith",8467875,"Daniel Sedin","L",79,50,4,1,73.2,71.75,79,79,79,79,50,50,79,50,50,50,50,50,50,50,50,50,1,2,84,50,101,123,50,123,50,50,79,50,50,50,50,50,50,50,50,50,0,55,40,25,25,0,0,0.00416157,0.142373,0.0778121,0.628459,0.117326,0.0298683,0.649924,0,0,"VAN",40
"1796",465539,"ARI","VAN",2011,0,20325,0,169,1801,22,16,2,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,3,80,1,80,1,6.34019174591,6.34019174591,21.2571041227,0,9.05538513814,"TIP",0,0,1.32856900767,0,2.58375332607,45,23,41.3400532172,27.5972958686,49.6487663492,"MISS","AWAY",0,0,3,5,0,0,25,120,"L",14,22,45,23,66,8469608,"Mike Smith",8470358,"Alexandre Burrows","L",66,66,4,1,89.2,87.75,95,95,95,95,66,66,95,66,66,66,66,66,66,66,66,66,1,2,100,66,117,139,66,139,66,66,95,66,66,66,66,66,66,66,66,66,0,9.05538513814,80,1,1,0,0,0.0215331,0.147838,0.122818,0.562639,0.110626,0.0345454,0.733293,0,0,"VAN",80
"1797",465540,"ARI","VAN",2011,0,20325,0,170,1823,12,22,2,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,3,47,-15,47,-15,-19.6538240581,19.6538240581,25.994015804,1,44.598206242,"WRIST",0,0,1.18154617291,0,1.66701098372,80,1,36.6742416418,6.34019174591,9.05538513814,"MISS","AWAY",0,0,3,5,0,0,3,120,"L",22,14,80,1,88,8469608,"Mike Smith",8467875,"Daniel Sedin","L",117,88,4,1,111.2,109.75,117,117,117,117,88,88,117,88,88,88,88,88,88,88,88,88,1,2,122,88,139,161,88,161,88,88,117,88,88,88,88,88,88,88,88,88,1,48,44,-16,16,0,0,0.00689611,0.0968419,0.0779104,0.387922,0.40404,0.026389,0.624522,0,1,"VAN",44
"1798",465541,"ARI","VAN",2011,0,20325,0,171,1835,10,12,2,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,3,69,0,69,0,0,0,19.6538240581,0,20,"TIP",0,0,1.6378186715,0,2.21892115928,47,-15,26.6270539114,-19.6538240581,44.598206242,"SHOT","AWAY",0,0,4,5,0,0,0,120,"L",14,22,47,-15,100,8469608,"Mike Smith",8470358,"Alexandre Burrows","L",100,100,4,1,97.6,121.75,1,129,129,1,1,100,1,80.2,100,1,100,100,1,1,100,1,2,2,102.75,54.5,151,173,100,173,9,9,129,77.25,54.5,100,100,100,100,9,9,100,0,22,67,0,0,-8,2.95,0.522865,0.0423709,0.0251734,0.274115,0.104035,0.0314413,0.571649,0,0,"VAN",67
"1799",465542,"ARI","VAN",2011,0,20325,0,172,1845,20,10,2,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,3,47,-6,47,-6,-8.13010235416,8.13010235416,8.13010235416,0,42.4264068712,"WRIST",0,0,0.813010235416,0,2.2803508502,69,0,22.803508502,0,20,"MISS","AWAY",0,0,4,5,0,0,10,120,"C",33,14,69,0,110,8469608,"Mike Smith",8467876,"Henrik Sedin","L",139,110,4,1,107.6,131.75,11,139,139,11,11,110,11,90.2,110,11,110,110,11,11,110,11,2,2,112.75,64.5,161,183,110,183,19,19,139,87.25,64.5,110,110,110,110,19,19,110,1,44,45,-6,6,-8,2.95,0.00609355,0.115501,0.0795584,0.463073,0.313333,0.0224407,0.623051,0,1,"VAN",45
"1800",465543,"ARI","VAN",2011,0,20325,0,181,1966,3,17,2,"HOME","AWAYZONE","SHOT",0,0,1,0,0,0,0,3,-77,-2,77,2,9.46232220803,9.46232220803,0,0,12.1655250606,"TIP",0,0,0,0,1.27254750899,-95,10,21.6333076528,0,0,"HIT","HOME",0,0,5,4,40,120,0,0,"L",28,0,95,-10,80,8471239,"Cory Schneider",8471232,"Lauri Korpikoski","L",10,10,3,2,38,33.3333333333,45,80,80,80,10,10,10,38,33.3333333333,45,80,80,80,10,10,10,2,2,31.5,24,39,39,39,39,9,9,39,31.5,24,39,39,39,39,9,9,39,0,13,-76,-2,2,1,6.5,0.135145,0.0972943,0.055865,0.459613,0.220101,0.0319823,0.584809,1,1,"ARI",76
"1801",465544,"ARI","VAN",2011,0,20325,0,184,1990,38,6,2,"HOME","AWAYZONE","SHOT",0,1,0,0,0,0,0,3,-81,5,81,-5,-32.0053832081,32.0053832081,0,0,9.43398113206,"BACK",0,0,0,0,7.58104361036,-56,-33,45.4862616622,0,0,"TAKE","AWAY",0,0,5,4,16,120,0,0,"L",37,0,56,33,104,8471239,"Cory Schneider",8468485,"Raffi Torres","L",34,34,3,2,24.4,28.6666666667,18,34,34,34,2,18,2,24.4,28.6666666667,18,34,34,34,2,18,2,2,2,41.25,19.5,63,63,33,63,6,6,63,41.25,19.5,63,63,33,63,6,6,63,1,9.43398113206,-81,5,5,-4,-16.85,0.122946,0.128185,0.0833225,0.449403,0.196366,0.0197778,0.875914,1,1,"ARI",81
"1802",465545,"ARI","VAN",2011,0,20325,0,187,2060,14,15,2,"HOME","AWAYZONE","MISS",0,1,0,0,0,0,0,3,-78,6,78,-6,-28.610459666,28.610459666,0,0,12.5299640861,"BACK",0,0,0,0,1.25255294854,-95,14,18.7882942281,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"L",13,0,95,-14,174,8471239,"Cory Schneider",8458537,"Ray Whitney","R",34,34,3,2,29,36.3333333333,18,53,53,18,18,22,18,29,36.3333333333,18,53,53,18,18,22,18,3,2,39.4,47.3333333333,27.5,54,54,33,22,44,22,39.4,47.3333333333,27.5,54,54,33,22,44,22,0,15,-76,7,7,-4,-10.4,0.0538356,0.107835,0.0619766,0.466349,0.293362,0.0166416,0.733369,1,0,"ARI",76
"1803",465546,"ARI","VAN",2011,0,20325,0,198,2151,5,9,2,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,3,78,7,78,7,32.4711922908,32.4711922908,0,0,13.0384048104,"WRIST",0,0,0,0,3.37382810015,69,-22,30.3644529014,0,0,"FAC","AWAY",0,0,4,5,0,0,111,120,"D",23,0,69,-22,9,8469608,"Mike Smith",8471303,"Alexander Edler","L",13,9,3,2,11.4,10.3333333333,13,13,13,13,9,9,13,9,9,9,9,9,9,9,9,9,2,2,24,11,37,65,13,65,9,9,9,9,9,9,9,9,9,9,9,9,0,15,76,8,8,0,0,0.0150304,0.0970278,0.0942811,0.536221,0.236968,0.0204724,0.777665,0,0,"VAN",76
"1804",465547,"ARI","VAN",2011,0,20325,0,200,2228,7,72,2,"AWAY","HOMEZONE","MISS",0,1,0,0,0,0,0,3,79,-2,79,-2,-11.309932474,11.309932474,0,0,10.1980390272,"TIP",0,0,0,0,0.58399433449,61,36,42.0475920833,0,0,"TAKE","AWAY",0,0,4,5,0,0,34,120,"L",7,0,61,36,86,8469608,"Mike Smith",8471266,"David Booth","L",10,10,3,2,18,17.3333333333,19,32,32,19,10,10,19,18,17.3333333333,19,32,32,19,10,10,19,2,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,10,79,-2,2,-7,1,0.017204,0.141549,0.0627839,0.488205,0.250404,0.039855,0.698119,0,0,"VAN",79
"1805",465548,"ARI","VAN",2011,0,20325,0,202,2246,4,11,2,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,3,50,-23,50,-23,-30.5297058999,30.5297058999,0,0,45.2769256907,"SLAP",0,0,0,0,8.14790953264,-38,-40,89.627004859,0,0,"HIT","AWAY",0,0,4,5,0,0,16,120,"C",9,0,-38,-40,104,8469608,"Mike Smith",8474570,"Cody Hodgson","R",28,28,3,2,36,35.3333333333,37,50,50,37,28,28,37,36,35.3333333333,37,50,50,37,28,28,37,2,2,11.25,4,18.5,35,6,35,2,2,2,11.25,4,18.5,35,6,35,2,2,2,0,48,48,-24,24,26,24.75,0.00471383,0.220156,0.0317803,0.419541,0.293395,0.0304149,0.737933,0,1,"VAN",48
"1806",465549,"ARI","VAN",2011,0,20325,0,211,2311,29,5,2,"HOME","AWAYZONE","SHOT",0,1,0,0,0,0,0,3,-40,15,40,-15,-17.0205256115,17.0205256115,0,0,51.2445119013,"WRIST",0,0,0,0,13.4014924542,-81,-38,67.007462271,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"D",33,0,81,38,55,8471239,"Cory Schneider",8459053,"Adrian Aucoin","R",61,55,3,2,61.8,62.3333333333,61,71,71,61,49,49,61,53.8,53,55,55,55,55,49,49,55,3,2,61,61,61,61,61,61,61,61,61,55,55,55,55,55,55,55,55,55,0,56,-35,16,16,-6,-1.2,0.0175527,0.156149,0.0431984,0.461881,0.303633,0.0175859,0.596842,1,1,"ARI",35
"1807",465550,"ARI","VAN",2011,0,20325,0,213,2358,1,18,2,"AWAY","HOMEZONE","SHOT",0,0,0,1,0,0,0,3,46,25,46,25,30.1735200296,30.1735200296,0,0,49.7393204618,"SLAP",0,0,0,0,2.80486790253,96,32,50.4876222455,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"D",23,0,96,32,102,8469608,"Mike Smith",8471303,"Alexander Edler","L",23,23,3,2,21.8,21,23,33,33,23,7,7,23,21.8,21,23,33,33,23,7,7,23,3,2,59.4,27,108,108,42,108,8,8,108,57,27,102,102,42,102,8,8,102,0,55,41,28,28,-1,-35.2,0.0159237,0.174552,0.0507784,0.457609,0.283979,0.0171582,0.646926,0,1,"VAN",41
"1808",465551,"ARI","VAN",2011,0,20325,0,224,2421,12,5,3,"AWAY","HOMEZONE","MISS",0,1,0,0,0,0,0,3,-76,-4,76,4,17.1027289691,17.1027289691,0,0,13.6014705087,"TIP",0,0,0,0,8.82043082848,-73,40,44.1021541424,0,0,"HIT","HOME",0,0,5,5,0,0,0,0,"L",22,0,73,-40,21,8469608,"Mike Smith",8467875,"Daniel Sedin","L",21,21,3,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,3,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,16,-74,-5,5,0,0,0.082171,0.092515,0.0452488,0.442532,0.313993,0.0235395,0.483582,0,0,"VAN",74
"1809",465552,"ARI","VAN",2011,0,20325,0,225,2433,3,12,3,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,3,-79,-6,79,6,30.9637565321,30.9637565321,13.861027563,0,11.6619037897,"WRIST",0,0,1.15508563025,0,0.300462606289,-76,-4,3.60555127546,17.1027289691,13.6014705087,"MISS","AWAY",0,1,5,6,0,0,0,0,"L",22,22,76,4,33,8469608,"Mike Smith",8467875,"Daniel Sedin","L",33,33,4,2,27.8333333333,25.25,33,33,33,33,2,2,33,27.8333333333,25.25,33,33,33,33,2,2,33,3,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0,13,-78,-7,7,-31,-5.16666666667,0.153681,0.0758265,0.0824006,0.54351,0.125323,0.0192592,0.820344,0,0,"VAN",78
"1810",465553,"ARI","VAN",2011,0,20325,0,229,2468,13,11,3,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,3,-41,-18,41,18,20.5560452196,20.5560452196,0,0,51.2640224719,"SLAP",0,0,0,0,2.42064126467,-56,4,26.6270539114,0,0,"BLOCK","AWAY",0,0,4,5,0,0,88,120,"D",3,0,56,-4,32,8469608,"Mike Smith",8469598,"Kevin Bieksa","R",32,32,3,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,56,-37,-20,20,0,0,0.00411524,0.131612,0.0608491,0.54005,0.246447,0.0169272,0.633913,0,1,"VAN",37
"1811",465554,"ARI","VAN",2011,0,20325,0,230,2481,2,13,3,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,3,-72,-21,72,21,51.0090059575,51.0090059575,30.4529607379,0,27.0185121722,"WRIST",0,0,2.34253544138,0,2.39575561575,-41,-18,31.1448230048,20.5560452196,51.2640224719,"SHOT","AWAY",0,0,4,5,0,0,75,120,"L",20,3,41,18,45,8469608,"Mike Smith",8470274,"Chris Higgins","L",45,45,3,2,36.6,45,24,45,45,45,3,45,3,36.6,45,24,45,45,45,3,45,3,2,2,13.5,3,24,45,3,45,3,3,3,13.5,3,24,45,3,45,3,3,3,0,28,-71,-22,22,0,23.1,0.00821734,0.155364,0.0434957,0.489633,0.282589,0.0207011,0.760764,0,1,"VAN",71
"1812",465555,"ARI","VAN",2011,0,20325,0,232,2512,24,29,3,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,3,-47,5,47,-5,-6.78897457444,6.78897457444,0,0,42.2965719651,"SLAP",0,0,0,0,1.75726790431,-96,-9,50.960769225,0,0,"HIT","AWAY",0,0,4,5,0,0,44,120,"D",6,0,96,9,76,8469608,"Mike Smith",8465202,"Sami Salo","R",30,30,3,2,28.4,26,32,34,26,34,26,26,30,28.4,26,32,34,26,34,26,26,30,2,2,27.75,34,21.5,34,34,34,9,34,9,27.75,34,21.5,34,34,34,9,34,9,0,44,-45,5,5,17,0.65,0.00660337,0.148869,0.054569,0.52868,0.242806,0.0184724,0.61963,0,0,"VAN",45
"1813",465556,"ARI","VAN",2011,0,20325,0,233,2536,5,24,3,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,3,-53,-24,53,24,33.690067526,33.690067526,40.4790421004,1,43.2666153056,"SLAP",0,0,1.68662675418,0,1.23392440791,-47,5,29.6141857899,-6.78897457444,42.2965719651,"MISS","AWAY",0,0,4,5,0,0,20,120,"D",23,6,47,-5,100,8469608,"Mike Smith",8471303,"Alexander Edler","L",58,58,3,2,52.4,50,56,58,50,58,50,50,54,52.4,50,56,58,50,58,50,50,54,2,2,51.75,58,45.5,58,58,58,33,58,33,51.75,58,45.5,58,58,58,33,58,33,0,46,-51,-26,26,17,0.65,0.00500707,0.161813,0.0455463,0.505356,0.255955,0.0263222,0.705698,0,1,"VAN",51
"1814",465557,"ARI","VAN",2011,0,20325,0,234,2541,55,5,3,"AWAY","HOMEZONE","MISS",0,1,0,0,0,0,0,3,-78,3,78,-3,-15.2551187031,15.2551187031,48.945186229,1,11.401754251,"WRIST",0,0,9.78903724581,0,7.35934779719,-53,-24,36.7967389859,33.690067526,43.2666153056,"SHOT","AWAY",0,0,4,5,0,0,15,120,"C",33,23,53,24,105,8469608,"Mike Smith",8467876,"Henrik Sedin","L",55,55,3,2,57.4,55,61,63,55,63,55,55,59,57.4,55,61,63,55,63,55,55,59,2,2,56.75,63,50.5,63,63,63,38,63,38,56.75,63,50.5,63,63,63,38,63,38,1,12,-77,3,3,17,0.65,0.0104481,0.104349,0.127422,0.519046,0.21639,0.0223451,0.843459,0,0,"VAN",77
"1815",465558,"ARI","VAN",2011,0,20325,0,236,2596,1,0,3,"HOME","AWAYZONE","SHOT",0,0,0,0,0,1,0,3,78,1,78,1,5.19442890773,5.19442890773,0,0,11.0453610172,"BACK",0,0,0,0,35.1283361405,43,4,35.1283361405,0,0,"TAKE","AWAY",0,0,5,5,0,0,0,0,"C",24,0,43,4,160,8471239,"Cory Schneider",8471231,"Kyle Chipchura","L",8,8,3,2,7.8,13,0,31,31,0,0,0,0,7.8,13,0,31,31,0,0,0,0,3,2,24.8,8,50,50,8,50,8,8,50,24.8,8,50,50,8,50,8,8,50,0,12,77,1,1,-8,-17,0.220244,0.223201,0.0887322,0.266191,0.180074,0.0215577,0.921439,1,1,"ARI",77
"1816",465559,"ARI","VAN",2011,0,20325,0,237,2597,2,1,3,"HOME","AWAYZONE","SHOT",0,0,1,0,0,0,0,3,81,0,81,0,0,0,5.19442890773,0,8,"WRIST",0,1,5.19442890773,0,3.16227766017,78,1,3.16227766017,5.19442890773,11.0453610172,"SHOT","HOME",0,0,5,5,0,0,0,0,"C",24,24,78,1,161,8471239,"Cory Schneider",8471231,"Kyle Chipchura","L",9,9,3,2,8.8,14,1,32,32,1,1,1,1,8.8,14,1,32,32,1,1,1,1,3,2,25.8,9,51,51,9,51,9,9,51,25.8,9,51,51,9,51,9,9,51,0,8,81,0,0,-8,-17,0.240021,0.31334,0.107963,0.209148,0.0887627,0.0407655,0.977931,1,1,"ARI",81
"1817",465560,"ARI","VAN",2011,0,20325,0,240,2637,1,38,3,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,0,3,42,-25,42,-25,-28.009176708,28.009176708,0,0,53.2353266168,"SLAP",0,0,0,0,0.714898826695,69,-22,27.1661554144,0,0,"FAC","AWAY",0,0,5,5,0,0,0,0,"D",33,0,69,-22,38,8471239,"Cory Schneider",8459053,"Adrian Aucoin","R",38,38,3,2,47.6,54,38,72,72,38,38,41,38,38,38,38,38,38,38,38,38,38,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,58,38,-27,27,37,37,0.00913453,0.215141,0.0232851,0.282386,0.435709,0.0343448,0.709084,1,1,"ARI",38
