"","shotID","homeTeamCode","awayTeamCode","season","isPlayoffGame","game_id","homeTeamWon","id","time","timeUntilNextEvent","timeSinceLastEvent","period","team","location","event","goal","shotPlayContinuedOutsideZone","shotPlayContinuedInZone","shotGoalieFroze","shotPlayStopped","shotGeneratedRebound","homeTeamGoals","awayTeamGoals","xCord","yCord","xCordAdjusted","yCordAdjusted","shotAngle","shotAngleAdjusted","shotAnglePlusRebound","shotAngleReboundRoyalRoad","shotDistance","shotType","shotOnEmptyNet","shotRebound","shotAnglePlusReboundSpeed","shotRush","speedFromLastEvent","lastEventxCord","lastEventyCord","distanceFromLastEvent","lastEventShotAngle","lastEventShotDistance","lastEventCategory","lastEventTeam","homeEmptyNet","awayEmptyNet","homeSkatersOnIce","awaySkatersOnIce","awayPenalty1TimeLeft","awayPenalty1Length","homePenalty1TimeLeft","homePenalty1Length","playerPositionThatDidEvent","playerNumThatDidEvent","playerNumThatDidLastEvent","lastEventxCord_adjusted","lastEventyCord_adjusted","timeSinceFaceoff","goalieIdForShot","goalieNameForShot","shooterPlayerId","shooterName","shooterLeftRight","shooterTimeOnIce","shooterTimeOnIceSinceFaceoff","shootingTeamForwardsOnIce","shootingTeamDefencemenOnIce","shootingTeamAverageTimeOnIce","shootingTeamAverageTimeOnIceOfForwards","shootingTeamAverageTimeOnIceOfDefencemen","shootingTeamMaxTimeOnIce","shootingTeamMaxTimeOnIceOfForwards","shootingTeamMaxTimeOnIceOfDefencemen","shootingTeamMinTimeOnIce","shootingTeamMinTimeOnIceOfForwards","shootingTeamMinTimeOnIceOfDefencemen","shootingTeamAverageTimeOnIceSinceFaceoff","shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff","shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMaxTimeOnIceSinceFaceoff","shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff","shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMinTimeOnIceSinceFaceoff","shootingTeamMinTimeOnIceOfForwardsSinceFaceoff","shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff","defendingTeamForwardsOnIce","defendingTeamDefencemenOnIce","defendingTeamAverageTimeOnIce","defendingTeamAverageTimeOnIceOfForwards","defendingTeamAverageTimeOnIceOfDefencemen","defendingTeamMaxTimeOnIce","defendingTeamMaxTimeOnIceOfForwards","defendingTeamMaxTimeOnIceOfDefencemen","defendingTeamMinTimeOnIce","defendingTeamMinTimeOnIceOfForwards","defendingTeamMinTimeOnIceOfDefencemen","defendingTeamAverageTimeOnIceSinceFaceoff","defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff","defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMaxTimeOnIceSinceFaceoff","defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff","defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMinTimeOnIceSinceFaceoff","defendingTeamMinTimeOnIceOfForwardsSinceFaceoff","defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff","offWing","arenaAdjustedShotDistance","arenaAdjustedXCord","arenaAdjustedYCord","arenaAdjustedYCordAbs","timeDifferenceSinceChange","averageRestDifference","xGoal","xFroze","xRebound","xPlayContinuedInZone","xPlayContinuedOutsideZone","xPlayStopped","xShotWasOnGoal","isHomeTeam","shotWasOnGoal","teamCode","arenaAdjustedXCordABS"
"11",438726,"VAN","PIT",2011,0,20003,0,69,716,9,15,1,"AWAY","HOMEZONE","MISS",0,1,0,0,0,0,0,1,-65,-12,65,12,26.5650511771,26.5650511771,0,0,26.83281573,"WRIST",0,0,0,0,2.10502045385,-96,-18,31.5753068077,0,0,"HIT","HOME",0,0,4,5,0,0,42,120,"C",48,0,96,18,78,8466141,"Roberto Luongo",8471311,"Tyler Kennedy","R",40,40,3,2,43.6,40,49,78,40,78,20,40,20,43.6,40,49,78,40,78,20,40,20,2,2,45.25,46.5,44,49,49,44,44,44,44,45.25,46.5,44,49,49,44,44,44,44,1,31,-61,-14,14,-24,-1.65,0.00817241,0.141897,0.0564663,0.547835,0.224766,0.0208635,0.659922,0,0,"PIT",61
"12",438727,"VAN","PIT",2011,0,20003,0,73,750,0,1,1,"AWAY","HOMEZONE","GOAL",1,0,0,0,0,0,0,1,-82,-7,82,7,45,45,0,0,9.89949493661,"WRIST",0,0,0,0,36.3593179254,-63,-38,36.3593179254,0,0,"GIVE","HOME",0,0,4,5,0,0,0,0,"L",24,0,63,38,112,8466141,"Roberto Luongo",8465951,"Matt Cooke","L",16,16,3,2,26,16,41,54,16,54,16,16,28,26,16,41,54,16,54,16,16,28,2,2,21,24,18,30,30,18,18,18,18,21,24,18,30,30,18,18,18,18,0,9.89949493661,-82,-7,7,-2,5,0.66077,0.0896635,0.0376494,0.141369,0.0509098,0.0196382,0.94467,0,1,"PIT",82
"13",438728,"VAN","PIT",2011,0,20003,0,77,779,18,1,1,"HOME","AWAYZONE","MISS",0,1,0,0,0,0,0,2,42,14,42,14,16.5873385569,16.5873385569,0,0,49.040799341,"SLAP",0,0,0,0,30.6757233004,71,4,30.6757233004,0,0,"GIVE","AWAY",0,0,5,5,0,0,0,0,"L",22,0,71,4,29,8470594,"Marc-Andre Fleury",8467875,"Daniel Sedin","L",29,29,3,2,36.2,29,47,47,29,47,29,29,47,29,29,29,29,29,29,29,29,29,3,2,41,39.6666666667,43,57,45,57,29,29,29,29,29,29,29,29,29,29,29,29,0,48,43,14,14,0,0,0.0451232,0.23687,0.0446977,0.370078,0.276304,0.0269271,0.703226,1,0,"VAN",43
"14",438729,"VAN","PIT",2011,0,20003,0,79,811,0,14,1,"HOME","AWAYZONE","SHOT",0,0,0,0,1,0,0,2,60,0,60,0,0,0,0,0,29,"WRIST",0,0,0,0,0.992317427818,67,12,13.8924439894,0,0,"BLOCK","HOME",0,0,5,5,0,0,0,0,"D",23,0,67,12,61,8470594,"Marc-Andre Fleury",8471303,"Alexander Edler","L",21,21,3,2,37,47.6666666667,21,61,61,21,21,21,21,37,47.6666666667,21,61,61,21,21,21,21,3,2,38.8,36.3333333333,42.5,61,61,61,24,24,24,38.8,36.3333333333,42.5,61,61,61,24,24,24,0,32,57,0,0,-3,-1.8,0.0582366,0.130361,0.055632,0.458059,0.279254,0.0184581,0.679362,1,1,"VAN",57
"15",438730,"VAN","PIT",2011,0,20003,0,86,904,1,47,1,"AWAY","HOMEZONE","SHOT",0,0,0,1,0,0,0,2,-76,4,76,-4,-17.1027289691,17.1027289691,0,0,13.6014705087,"DEFL",0,0,0,0,2.5705086486,38,-36,120.813906484,0,0,"GIVE","HOME",0,0,5,5,0,0,0,0,"D",58,0,-38,36,93,8466141,"Roberto Luongo",8471724,"Kris Letang","R",38,38,3,2,46.8,49,43.5,49,49,49,38,49,38,46.8,49,43.5,49,49,49,38,49,38,3,2,46.6,43,52,67,67,52,10,10,52,46.6,43,52,67,67,52,10,10,52,0,17,-73,5,5,28,0.2,0.0923041,0.0857111,0.0403394,0.426101,0.327438,0.0281061,0.417282,0,1,"PIT",73
"16",438731,"VAN","PIT",2011,0,20003,0,89,924,9,19,1,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,2,-61,-14,61,14,26.5650511771,26.5650511771,0,0,31.304951685,"WRIST",0,0,0,0,1.94095672785,-69,22,36.8781778292,0,0,"FAC","AWAY",0,0,5,5,0,0,0,0,"C",11,0,69,-22,19,8466141,"Roberto Luongo",8473533,"Jordan Staal","L",19,19,3,2,36.8,19,63.5,69,19,69,19,19,58,19,19,19,19,19,19,19,19,19,3,2,21.2,22.6666666667,19,30,30,19,19,19,19,19,19,19,19,19,19,19,19,19,0,34,-59,-15,15,0,0,0.0355582,0.155582,0.0421237,0.441387,0.305086,0.0202627,0.683515,0,1,"PIT",59
"17",438732,"VAN","PIT",2011,0,20003,0,93,980,0,1,1,"HOME","AWAYZONE","GOAL",1,0,0,0,0,0,0,2,88,-31,88,-31,-88.152389734,88.152389734,0,0,31.0161248385,"WRIST",0,0,0,0,11.401754251,79,-24,11.401754251,0,0,"TAKE","HOME",0,0,5,5,0,0,0,0,"C",40,0,79,-24,75,8470594,"Marc-Andre Fleury",8470654,"Maxim Lapierre","R",34,34,3,2,30.6,29.3333333333,32.5,45,34,45,20,20,20,30.6,29.3333333333,32.5,45,34,45,20,20,20,3,2,35.6,36.6666666667,34,42,42,34,34,34,34,35.6,36.6666666667,34,42,42,34,34,34,34,0,34,88,-34,34,-14,-5,0.0213481,0.189881,0.0483895,0.400114,0.307905,0.0323631,0.68296,1,1,"VAN",88
"18",438733,"VAN","PIT",2011,0,20003,0,96,1001,29,2,1,"HOME","AWAYZONE","SHOT",0,1,0,0,0,0,1,2,68,14,68,14,33.690067526,33.690067526,0,0,25.2388589282,"WRIST",0,0,0,0,13.2382022949,94,9,26.4764045897,0,0,"GIVE","AWAY",0,0,5,5,0,0,0,0,"L",20,0,94,9,21,8470594,"Marc-Andre Fleury",8470274,"Chris Higgins","L",21,21,3,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,3,2,34.6,21,55,55,21,55,21,21,55,21,21,21,21,21,21,21,21,21,0,29,65,16,16,0,0,0.127993,0.165474,0.048947,0.364691,0.272666,0.0202289,0.744865,1,1,"VAN",65
"19",438734,"VAN","PIT",2011,0,20003,0,98,1030,0,29,1,"AWAY","HOMEZONE","SHOT",0,0,0,1,0,0,1,2,-55,24,55,-24,-35.2175929682,35.2175929682,0,0,41.6173040934,"WRIST",0,0,0,0,4.25537360504,68,14,123.405834546,0,0,"SHOT","HOME",0,0,5,5,0,0,0,0,"D",2,20,-68,-14,50,8466141,"Roberto Luongo",8471702,"Matt Niskanen","R",23,23,3,2,21.4,20.3333333333,23,50,50,23,3,3,23,21.4,20.3333333333,23,50,50,23,3,3,23,3,2,10.6,9.66666666667,12,12,12,12,5,5,12,10.6,9.66666666667,12,12,12,12,5,5,12,0,43,-54,25,25,-2,10.8,0.0170153,0.24881,0.0269715,0.363964,0.317735,0.0255038,0.76211,0,1,"PIT",54
"20",438735,"VAN","PIT",2011,0,20003,0,103,1077,0,6,1,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,1,2,78,-8,78,-8,-36.0273733851,36.0273733851,0,0,13.6014705087,"WRIST",0,0,0,0,5.96284794,94,24,35.77708764,0,0,"HIT","HOME",0,0,5,5,0,0,0,0,"L",22,0,94,24,27,8470594,"Marc-Andre Fleury",8467875,"Daniel Sedin","L",27,27,3,2,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,3,2,25,23.6666666667,27,27,27,27,17,17,27,25,23.6666666667,27,27,27,27,17,17,27,1,17,75,-10,10,10,2,0.0656612,0.102292,0.0709431,0.463658,0.278526,0.0189194,0.744206,1,1,"VAN",75
"21",438736,"VAN","PIT",2011,0,20003,0,106,1084,7,7,1,"HOME","AWAYZONE","SHOT",0,1,0,0,0,0,1,2,35,-25,35,-25,-24.8423891055,24.8423891055,0,0,59.5063021872,"SLAP",0,0,0,0,4.87601376168,69,-22,34.1320963318,0,0,"FAC","HOME",0,0,5,5,0,0,0,0,"D",6,0,69,-22,7,8470594,"Marc-Andre Fleury",8465202,"Sami Salo","R",7,7,3,2,23.2,34,7,34,34,7,7,34,7,7,7,7,7,7,7,7,7,7,3,2,21.2,30.6666666667,7,34,34,7,7,24,7,7,7,7,7,7,7,7,7,7,0,60,35,-25,25,0,0,0.0124111,0.10665,0.0409532,0.49698,0.324354,0.0186511,0.569422,1,1,"VAN",35
"22",438737,"VAN","PIT",2011,0,20003,0,111,1109,30,0,1,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,1,2,-78,6,78,-6,-28.610459666,28.610459666,0,0,12.5299640861,"DEFL",0,0,0,0,13.0384048104,-79,-7,13.0384048104,0,0,"BLOCK","AWAY",0,0,5,5,0,0,0,0,"L",9,0,79,7,32,8466141,"Roberto Luongo",8466393,"Pascal Dupuis","L",59,32,3,2,46.2,55.6666666667,32,59,59,32,32,49,32,32,32,32,32,32,32,32,32,32,3,2,48.2,59,32,59,59,32,32,59,32,32,32,32,32,32,32,32,32,32,1,16,-75,8,8,0,0,0.224372,0.233297,0.052227,0.266927,0.164273,0.058904,0.61065,0,1,"PIT",75
"23",438738,"VAN","PIT",2011,0,20003,0,114,1166,1,20,1,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,1,2,57,14,57,14,23.6293777307,23.6293777307,0,0,34.9284983931,"WRIST",0,0,0,0,7.70211010049,-95,-11,154.04220201,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"D",4,0,-95,-11,89,8470594,"Marc-Andre Fleury",8470054,"Keith Ballard","L",41,41,3,2,20.6,19.6666666667,22,45,45,41,3,7,3,20.6,19.6666666667,22,45,45,41,3,7,3,3,2,23.2,6,49,49,6,49,6,6,49,23.2,6,49,49,6,49,6,6,49,0,37,55,15,15,-3,-2.6,0.0312381,0.166746,0.0357552,0.409488,0.332007,0.0247653,0.686148,1,1,"VAN",55
"24",438739,"VAN","PIT",2011,0,20003,0,122,1244,9,20,2,"HOME","AWAYZONE","SHOT",0,1,0,0,0,0,1,2,-77,-4,77,4,18.4349488229,18.4349488229,0,0,12.6491106407,"DEFL",0,0,0,0,1.92353840617,-59,-38,38.4707681233,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"L",14,0,59,38,44,8470594,"Marc-Andre Fleury",8470358,"Alexandre Burrows","L",44,44,3,2,36.4,44,25,44,44,44,6,44,6,36.4,44,25,44,44,44,6,44,6,3,2,23.4,31,12,44,44,12,5,5,12,23.4,31,12,44,44,12,5,5,12,0,16,-74,-5,5,1,13,0.0816875,0.0904722,0.0414106,0.40399,0.352613,0.0298275,0.455406,1,1,"VAN",74
"25",438740,"VAN","PIT",2011,0,20003,0,124,1263,3,10,2,"HOME","AWAYZONE","MISS",0,0,1,0,0,0,1,2,-76,12,76,-12,-42.7093899574,42.7093899574,0,0,17.691806013,"WRIST",0,0,0,0,13.6180027904,60,5,136.180027904,0,0,"TAKE","HOME",0,0,5,5,0,0,0,0,"L",22,0,-60,-5,63,8470594,"Marc-Andre Fleury",8467875,"Daniel Sedin","L",63,63,3,2,22.4,26.6666666667,16,63,63,25,2,2,7,22.4,26.6666666667,16,63,63,25,2,2,7,3,2,21.6,15.3333333333,31,31,24,31,11,11,31,21.6,15.3333333333,31,31,24,31,11,11,31,1,22,-73,15,15,-9,0.8,0.0645913,0.1129,0.0553233,0.392657,0.355612,0.0189164,0.739617,1,0,"VAN",73
"26",438741,"VAN","PIT",2011,0,20003,0,126,1267,2,1,2,"HOME","AWAYZONE","SHOT",0,0,1,0,0,0,1,2,-78,-13,78,13,49.7636416907,49.7636416907,0,0,17.0293863659,"WRIST",0,0,0,0,39.2045915678,-39,-17,39.2045915678,0,0,"BLOCK","HOME",0,0,5,5,0,0,0,0,"L",22,0,39,17,67,8470594,"Marc-Andre Fleury",8467875,"Daniel Sedin","L",67,67,3,2,26.4,30.6666666667,20,67,67,29,6,6,11,26.4,30.6666666667,20,67,67,29,6,6,11,3,2,25.6,19.3333333333,35,35,28,35,15,15,35,25.6,19.3333333333,35,35,28,35,15,15,35,0,21,-75,-16,16,-9,0.8,0.100564,0.277417,0.0621113,0.289302,0.227601,0.0430041,0.779028,1,1,"VAN",75
"27",438742,"VAN","PIT",2011,0,20003,0,135,1344,45,4,2,"HOME","AWAYZONE","MISS",0,1,0,0,0,0,1,2,-55,-2,55,2,3.36646066343,3.36646066343,0,0,34.0587727319,"SLAP",0,0,0,0,6.94622199472,-69,22,27.7848879789,0,0,"FAC","HOME",0,0,5,4,70,120,0,0,"D",6,0,69,-22,4,8470594,"Marc-Andre Fleury",8465202,"Sami Salo","R",4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,20.25,13.5,27,50,23,50,4,4,4,4,4,4,4,4,4,4,4,4,1,36,-53,-2,2,0,0,0.106276,0.161259,0.0564957,0.48876,0.159433,0.0277764,0.695568,1,0,"VAN",53
"28",438743,"VAN","PIT",2011,0,20003,0,136,1389,0,45,2,"AWAY","HOMEZONE","GOAL",1,0,0,0,0,0,1,2,48,-15,48,-15,-20.0952311919,20.0952311919,0,0,43.6577599059,"WRIST",0,0,0,0,2.30704770991,-55,-2,103.817146946,0,0,"MISS","HOME",0,0,5,4,0,0,0,0,"L",24,6,-55,-2,49,8466141,"Roberto Luongo",8465951,"Matt Cooke","L",28,28,2,2,24,23,25,49,28,49,1,18,1,24,23,25,49,28,49,1,18,1,3,2,39.4,33,49,49,49,49,1,1,49,39.4,33,49,49,49,49,1,1,49,1,45,47,-15,15,0,-15.4,0.0175352,0.11876,0.0278904,0.230401,0.585282,0.0201311,0.681017,0,1,"PIT",47
