"","shotID","arenaAdjustedShotDistance","arenaAdjustedXCord","arenaAdjustedXCordABS","arenaAdjustedYCord","arenaAdjustedYCordAbs","averageRestDifference","awayEmptyNet","awayPenalty1Length","awayPenalty1TimeLeft","awaySkatersOnIce","awayTeamCode","awayTeamGoals","defendingTeamAverageTimeOnIce","defendingTeamAverageTimeOnIceOfDefencemen","defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","defendingTeamAverageTimeOnIceOfForwards","defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff","defendingTeamAverageTimeOnIceSinceFaceoff","defendingTeamDefencemenOnIce","defendingTeamForwardsOnIce","defendingTeamMaxTimeOnIce","defendingTeamMaxTimeOnIceOfDefencemen","defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMaxTimeOnIceOfForwards","defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff","defendingTeamMaxTimeOnIceSinceFaceoff","defendingTeamMinTimeOnIce","defendingTeamMinTimeOnIceOfDefencemen","defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMinTimeOnIceOfForwards","defendingTeamMinTimeOnIceOfForwardsSinceFaceoff","defendingTeamMinTimeOnIceSinceFaceoff","distanceFromLastEvent","event","game_id","goal","goalieIdForShot","goalieNameForShot","homeEmptyNet","homePenalty1Length","homePenalty1TimeLeft","homeSkatersOnIce","homeTeamCode","homeTeamGoals","homeTeamWon","id","isHomeTeam","isPlayoffGame","lastEventCategory","lastEventShotAngle","lastEventShotDistance","lastEventTeam","lastEventxCord","lastEventxCord_adjusted","lastEventyCord","lastEventyCord_adjusted","location","offWing","period","playerNumThatDidEvent","playerNumThatDidLastEvent","playerPositionThatDidEvent","season","shooterLeftRight","shooterName","shooterPlayerId","shooterTimeOnIce","shooterTimeOnIceSinceFaceoff","shootingTeamAverageTimeOnIce","shootingTeamAverageTimeOnIceOfDefencemen","shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","shootingTeamAverageTimeOnIceOfForwards","shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff","shootingTeamAverageTimeOnIceSinceFaceoff","shootingTeamDefencemenOnIce","shootingTeamForwardsOnIce","shootingTeamMaxTimeOnIce","shootingTeamMaxTimeOnIceOfDefencemen","shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMaxTimeOnIceOfForwards","shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff","shootingTeamMaxTimeOnIceSinceFaceoff","shootingTeamMinTimeOnIce","shootingTeamMinTimeOnIceOfDefencemen","shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMinTimeOnIceOfForwards","shootingTeamMinTimeOnIceOfForwardsSinceFaceoff","shootingTeamMinTimeOnIceSinceFaceoff","shotAngle","shotAngleAdjusted","shotAnglePlusRebound","shotAnglePlusReboundSpeed","shotAngleReboundRoyalRoad","shotDistance","shotGeneratedRebound","shotGoalieFroze","shotOnEmptyNet","shotPlayContinuedInZone","shotPlayContinuedOutsideZone","shotPlayStopped","shotRebound","shotRush","shotType","shotWasOnGoal","speedFromLastEvent","team","teamCode","time","timeDifferenceSinceChange","timeSinceFaceoff","timeSinceLastEvent","timeUntilNextEvent","xCord","xCordAdjusted","xFroze","xGoal","xPlayContinuedInZone","xPlayContinuedOutsideZone","xPlayStopped","xRebound","xShotWasOnGoal","yCord","yCordAdjusted"
"11",188,67,30,30,31,31,-8.8,0,0,0,5,"VAN",0,38.6,53,51,29,28.3333333333,37.4,2,3,53,53,51,53,51,51,17,53,51,17,17,17,43.5660418216,"SHOT",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"EDM",1,1,46,1,0,"BLOCK",0,0,"HOME",67,67,8,8,"AWAYZONE",0,1,77,0,"D",2019,"L","Oscar Klefbom",8476472,27,27,28.6,39,39,21.6666666667,21.6666666667,28.6,2,3,51,51,51,51,51,51,7,27,27,7,7,7,27.7185016282,27.7185016282,0,0,0,66.6483308118,0,0,0,0,1,0,0,0,"SLAP",1,3.11186013011,"HOME","EDM",423,-10,51,14,22,30,30,0.152451,0.0121231,0.464288,0.315676,0.021537,0.0339247,0.625911,31,31
"12",189,14,76,76,6,6,0,0,0,0,5,"VAN",0,16,18,8,14.6666666667,8,8,2,3,18,18,8,18,8,8,8,18,8,8,8,8,19.2353840617,"SHOT",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"EDM",1,1,51,1,0,"FAC",0,0,"AWAY",69,69,22,22,"AWAYZONE",0,1,29,0,"C",2019,"L","Leon Draisaitl",8477934,8,8,20.2,38.5,8,8,8,8,2,3,63,63,8,8,8,8,8,14,8,8,8,8,24.4439547804,24.4439547804,0,0,0,12.0830459736,0,0,0,0,1,0,0,0,"SNAP",1,2.40442300771,"HOME","EDM",459,0,8,8,11,78,78,0.102752,0.0987298,0.436207,0.290734,0.0185915,0.0529854,0.777111,5,5
"13",190,22,88,88,-22,22,7.8,0,0,0,5,"VAN",0,30.2,21,21,36.3333333333,29.6666666667,26.2,2,3,44,21,21,44,34,34,21,21,21,21,21,21,22.0907220344,"SHOT",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"EDM",1,1,54,1,0,"BLOCK",0,0,"HOME",67,67,-17,-17,"AWAYZONE",1,1,29,0,"C",2019,"L","Leon Draisaitl",8477934,34,34,46.2,64.5,34,34,34,34,2,3,89,89,34,34,34,34,34,40,34,34,34,34,-86.9872124958,86.9872124958,0,0,0,19.0262975904,0,0,0,0,1,0,0,0,"SNAP",1,22.0907220344,"HOME","EDM",485,13,34,0,76,89,88,0.281108,0.125801,0.286947,0.16935,0.0849012,0.0518922,0.762601,-19,-19
"14",191,62,-43,43,-41,41,0,0,0,0,5,"VAN",0,37.8,46,19,32.3333333333,19,19,2,3,46,46,19,35,19,19,27,46,19,27,19,19,75.742986474,"SHOT",20003,0,8469608,"Mike Smith",0,0,0,5,"EDM",1,1,60,0,0,"GIVE",0,0,"HOME",-100,100,11,-11,"HOMEZONE",0,1,23,0,"D",2019,"L","Alexander Edler",8471303,19,19,19.6,20.5,19,19,19,19,2,3,22,22,19,19,19,19,19,19,19,19,19,19,41.6335393366,41.6335393366,0,0,0,60.207972894,0,0,0,0,1,0,0,0,"WRIST",1,25.247662158,"AWAY","VAN",585,0,19,3,36,-44,44,0.239431,0.0244935,0.409967,0.273373,0.0211262,0.0316088,0.674322,-40,40
"15",192,29,-76,76,26,26,9.2,0,0,0,5,"VAN",0,16.8,1,1,27.3333333333,27.3333333333,16.8,2,3,32,1,1,32,32,32,1,1,1,25,25,1,71.5891053164,"SHOT",20003,0,8469608,"Mike Smith",0,0,0,5,"EDM",1,1,61,0,0,"SHOT",41.6335393366,60.207972894,"AWAY",-44,44,-40,40,"HOMEZONE",1,1,79,23,"L",2019,"L","Micheal Ferland",8475907,26,26,26,26,26,26,26,26,2,3,26,26,26,26,26,26,26,26,26,26,26,26,-64.4400348282,64.4400348282,106.073574165,2.94648817124,1,25.495097568,0,0,0,0,1,0,0,0,"BACK",1,1.98858625879,"AWAY","VAN",621,25,55,36,22,-78,78,0.184922,0.0103706,0.408041,0.344593,0.0182263,0.0338465,0.72467,23,-23
"16",193,59,38,38,29,29,-7.6,0,0,0,5,"VAN",0,27.6,41,41,18.6666666667,18.6666666667,27.6,2,3,41,41,41,30,30,41,13,41,41,13,13,13,68.7095335452,"MISS",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"EDM",1,1,65,1,0,"HIT",0,0,"HOME",14,14,-36,-36,"AWAYZONE",1,1,39,0,"R",2019,"R","Alex Chiasson",8475163,38,38,20,14,14,24,24,20,2,3,38,14,14,38,38,38,6,14,14,6,6,6,29.2488263365,29.2488263365,0,0,0,57.3061951276,0,0,0,0,0,1,0,0,"WRIST",0,8.58869169315,"HOME","EDM",696,-7,130,8,0,39,39,0.198429,0.00896575,0.42451,0.311721,0.0195304,0.0368443,0.669958,28,28
"17",194,22,71,71,12,12,0,0,0,0,5,"VAN",0,22.4,47,6,6,6,6,2,3,47,47,6,6,6,6,6,47,6,6,6,6,11.7046999107,"SHOT",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"EDM",1,1,68,1,0,"FAC",0,0,"HOME",69,69,22,22,"AWAYZONE",0,1,10,0,"L",2019,"L","Joakim Nygard",8481638,6,6,6,6,6,6,6,6,2,3,6,6,6,6,6,6,6,6,6,6,6,6,34.5085229877,34.5085229877,0,0,0,19.4164878389,0,0,0,1,0,0,0,0,"TIP",1,1.95078331845,"HOME","EDM",702,0,6,6,9,73,73,0.0862723,0.0434999,0.497108,0.305563,0.0246885,0.0428691,0.393504,11,11
"18",195,44,-53,53,25,25,0,0,0,0,5,"VAN",0,33,33,33,33,33,33,2,3,33,33,33,33,33,33,33,33,33,33,33,33,64.1950153828,"MISS",20003,0,8469608,"Mike Smith",0,0,0,5,"EDM",1,1,72,0,0,"HIT",0,0,"HOME",-35,35,-38,38,"HOMEZONE",1,1,9,0,"C",2019,"L","J.T. Miller",8476468,33,33,33,33,33,33,33,33,2,3,33,33,33,33,33,33,33,33,33,33,33,33,-34.0771952801,34.0771952801,0,0,0,41.0487515035,0,0,0,1,0,0,0,0,"TIP",0,2.91795524467,"AWAY","VAN",744,0,33,22,5,-55,55,0.172117,0.040967,0.434783,0.291833,0.0271494,0.0331511,0.499255,23,-23
"19",196,51,38,38,0,0,-20.8,0,0,0,5,"VAN",0,54,54,54,54,54,54,2,3,54,54,54,54,54,54,54,54,54,54,54,54,116.691902033,"SHOT",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"EDM",1,1,74,1,0,"HIT",0,0,"HOME",-70,-70,-36,-36,"AWAYZONE",0,1,16,0,"L",2019,"L","Jujhar Khaira",8476915,54,54,33.2,2,2,54,54,33.2,2,3,54,2,2,54,54,54,2,2,2,54,54,2,0,0,0,0,0,48,0,1,0,0,0,0,0,0,"WRIST",1,7.29324387704,"HOME","EDM",765,-52,54,16,0,41,41,0.175673,0.0135285,0.39269,0.349096,0.0224131,0.0465995,0.702928,0,0
"20",197,25,70,70,16,16,16.8,0,0,0,5,"VAN",0,24.4,38.5,34,15,15,22.6,2,3,56,56,47,21,21,47,3,21,21,3,3,3,169.070991007,"MISS",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"EDM",1,1,81,1,0,"HIT",0,0,"HOME",-95,-95,32,32,"AWAYZONE",0,1,77,0,"D",2019,"L","Oscar Klefbom",8476472,28,28,44.8,28,28,56,47,39.4,2,3,56,28,28,56,47,47,28,28,28,56,47,28,39.0938588862,39.0938588862,0,0,0,20.6155281281,0,0,0,0,1,0,0,0,"WRIST",0,5.4539029357,"HOME","EDM",821,25,47,31,18,73,73,0.129581,0.0679589,0.398542,0.337981,0.0224033,0.043534,0.746906,13,13
