"","shotID","arenaAdjustedShotDistance","arenaAdjustedXCord","arenaAdjustedXCordABS","arenaAdjustedYCord","arenaAdjustedYCordAbs","averageRestDifference","awayEmptyNet","awayPenalty1Length","awayPenalty1TimeLeft","awaySkatersOnIce","awayTeamCode","awayTeamGoals","defendingTeamAverageTimeOnIce","defendingTeamAverageTimeOnIceOfDefencemen","defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","defendingTeamAverageTimeOnIceOfForwards","defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff","defendingTeamAverageTimeOnIceSinceFaceoff","defendingTeamDefencemenOnIce","defendingTeamForwardsOnIce","defendingTeamMaxTimeOnIce","defendingTeamMaxTimeOnIceOfDefencemen","defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMaxTimeOnIceOfForwards","defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff","defendingTeamMaxTimeOnIceSinceFaceoff","defendingTeamMinTimeOnIce","defendingTeamMinTimeOnIceOfDefencemen","defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMinTimeOnIceOfForwards","defendingTeamMinTimeOnIceOfForwardsSinceFaceoff","defendingTeamMinTimeOnIceSinceFaceoff","distanceFromLastEvent","event","game_id","goal","goalieIdForShot","goalieNameForShot","homeEmptyNet","homePenalty1Length","homePenalty1TimeLeft","homeSkatersOnIce","homeTeamCode","homeTeamGoals","homeTeamWon","id","isHomeTeam","isPlayoffGame","lastEventCategory","lastEventShotAngle","lastEventShotDistance","lastEventTeam","lastEventxCord","lastEventxCord_adjusted","lastEventyCord","lastEventyCord_adjusted","location","offWing","period","playerNumThatDidEvent","playerNumThatDidLastEvent","playerPositionThatDidEvent","season","shooterLeftRight","shooterName","shooterPlayerId","shooterTimeOnIce","shooterTimeOnIceSinceFaceoff","shootingTeamAverageTimeOnIce","shootingTeamAverageTimeOnIceOfDefencemen","shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","shootingTeamAverageTimeOnIceOfForwards","shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff","shootingTeamAverageTimeOnIceSinceFaceoff","shootingTeamDefencemenOnIce","shootingTeamForwardsOnIce","shootingTeamMaxTimeOnIce","shootingTeamMaxTimeOnIceOfDefencemen","shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMaxTimeOnIceOfForwards","shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff","shootingTeamMaxTimeOnIceSinceFaceoff","shootingTeamMinTimeOnIce","shootingTeamMinTimeOnIceOfDefencemen","shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMinTimeOnIceOfForwards","shootingTeamMinTimeOnIceOfForwardsSinceFaceoff","shootingTeamMinTimeOnIceSinceFaceoff","shotAngle","shotAngleAdjusted","shotAnglePlusRebound","shotAnglePlusReboundSpeed","shotAngleReboundRoyalRoad","shotDistance","shotGeneratedRebound","shotGoalieFroze","shotOnEmptyNet","shotPlayContinuedInZone","shotPlayContinuedOutsideZone","shotPlayStopped","shotRebound","shotRush","shotType","shotWasOnGoal","speedFromLastEvent","team","teamCode","time","timeDifferenceSinceChange","timeSinceFaceoff","timeSinceLastEvent","timeUntilNextEvent","xCord","xCordAdjusted","xFroze","xGoal","xPlayContinuedInZone","xPlayContinuedOutsideZone","xPlayStopped","xRebound","xShotWasOnGoal","yCord","yCordAdjusted"
"18",203,35,-66,66,-26,26,0,0,0,0,5,"CGY",0,43.2,27,27,54,27,27,2,3,54,27,27,54,27,27,27,27,27,54,27,27,33.1209903234,"SHOT",20003,0,8469608,"Mike Smith",0,0,0,5,"VAN",1,1,84,1,0,"HIT",0,0,"HOME",-98,98,-7,7,"AWAYZONE",0,1,9,0,"L",2018,"L","Brendan Leipsic",8476894,54,27,58.6,65.5,27,54,27,27,2,3,77,77,27,54,27,27,54,54,27,54,27,27,48.9909130984,48.9909130984,0,0,0,30.4795013083,1,0,0,0,0,0,0,0,"SNAP",1,8.28024758084,"HOME","VAN",882,0,27,4,3,-69,69,0.198892,0.0314026,0.419351,0.297324,0.0173751,0.0356556,0.751912,-23,23
"19",204,51,-56,56,39,39,0,0,0,0,5,"CGY",0,46.2,30,30,57,30,30,2,3,57,30,30,57,30,30,30,30,30,57,30,30,60.0166643525,"SHOT",20003,0,8469608,"Mike Smith",0,0,0,5,"VAN",1,1,85,1,0,"SHOT",48.9909130984,30.4795013083,"HOME",-69,69,-23,23,"AWAYZONE",0,1,44,9,"D",2018,"R","Erik Gudbranson",8475790,57,30,61.6,68.5,30,57,30,30,2,3,80,80,30,57,30,30,57,57,30,57,30,30,-49.2678933003,49.2678933003,98.2588063987,32.7529354662,1,47.5078940809,0,1,0,0,0,0,1,0,"SLAP",1,20.0055547842,"HOME","VAN",885,0,30,3,0,-58,58,0.276998,0.0343791,0.36073,0.242115,0.0392781,0.0464998,0.692214,36,-36
"20",205,10,79,79,-2,2,-9.2,0,0,0,5,"CGY",0,33.6,29,27,36.6666666667,27,27,2,3,56,29,27,56,27,27,27,29,27,27,27,27,101,"MISS",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"VAN",1,1,95,0,0,"FAC",0,0,"AWAY",-20,-20,-22,-22,"HOMEZONE",1,1,11,0,"C",2018,"L","Mikael Backlund",8474150,27,27,23.4,4,4,36.3333333333,27,17.8,2,3,55,4,4,55,27,27,4,4,4,27,27,4,-11.309932474,11.309932474,0,0,0,10.1980390272,1,0,0,0,0,0,0,0,"BACK",0,3.74074074074,"AWAY","CGY",991,-23,27,27,2,79,79,0.134736,0.134784,0.375425,0.27145,0.0205302,0.0630755,0.904915,-2,-2
"21",206,10,79,79,-2,2,-9.2,0,0,0,5,"CGY",0,35.6,31,29,38.6666666667,29,29,2,3,58,31,29,58,29,29,29,31,29,29,29,29,0,"SHOT",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"VAN",1,1,96,0,0,"MISS",-11.309932474,10.1980390272,"AWAY",79,79,-2,-2,"HOMEZONE",1,1,19,11,"L",2018,"L","Matthew Tkachuk",8479314,29,29,25.4,6,6,38.3333333333,29,19.8,2,3,57,6,6,57,29,29,6,6,6,29,29,6,-11.309932474,11.309932474,0,0,0,10.1980390272,0,0,0,0,1,0,1,0,"WRIST",1,0,"AWAY","CGY",993,-23,29,2,26,79,79,0.17378,0.268752,0.207859,0.199139,0.0338546,0.116615,0.942131,-2,-2
"22",207,23,-75,75,18,18,-10.2,0,0,0,5,"CGY",0,19.8,36,36,9,9,19.8,2,3,36,36,36,10,10,36,7,36,36,7,7,7,77.3886296558,"SHOT",20003,0,8469608,"Mike Smith",0,0,0,5,"VAN",1,1,98,1,0,"GIVE",0,0,"AWAY",-12,12,-26,26,"AWAYZONE",1,1,77,0,"R",2018,"L","Nikolay Goldobin",8477958,8,8,9.6,12,12,8,8,9.6,2,3,12,12,12,8,8,12,8,12,12,8,8,8,-53.1301023542,53.1301023542,0,0,0,20,0,1,0,0,0,0,0,0,"BACK",1,19.3471574139,"HOME","VAN",1023,1,59,4,0,-77,77,0.173924,0.0423482,0.4301,0.296685,0.0176857,0.0392562,0.748254,16,-16
"23",208,15,74,74,1,1,3.2,0,0,0,5,"CGY",0,19,41,41,4.33333333333,4.33333333333,19,2,3,41,41,41,7,7,41,1,41,41,1,1,1,94.936821097,"SHOT",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"VAN",1,1,103,0,0,"HIT",0,0,"AWAY",-12,-12,39,39,"HOMEZONE",0,1,29,0,"C",2018,"L","Dillon Dube",8479346,53,53,22.2,1,1,36.3333333333,36.3333333333,22.2,2,3,53,1,1,53,53,53,1,1,1,3,3,1,4.08561677997,4.08561677997,0,0,0,14.0356688476,0,0,0,0,1,0,0,0,"WRIST",1,3.0624780999,"AWAY","CGY",1114,0,91,31,9,75,75,0.111049,0.137343,0.362373,0.288717,0.0169833,0.0835343,0.840834,1,1
"24",209,22,-72,72,-14,14,-12.6,0,0,0,5,"CGY",0,31.2,10,10,45.3333333333,45.3333333333,31.2,2,3,62,10,10,62,62,62,10,10,10,12,12,10,149.566038926,"SHOT",20003,0,8469608,"Mike Smith",0,0,0,5,"VAN",1,1,104,1,0,"SHOT",0,0,"AWAY",75,-75,1,-1,"AWAYZONE",0,1,53,29,"C",2018,"L","Bo Horvat",8477500,16,16,18.6,26.5,26.5,13.3333333333,13.3333333333,18.6,2,3,50,50,50,16,16,50,3,3,3,10,10,3,38.6598082541,38.6598082541,0,0,0,19.2093727123,0,1,0,0,0,0,0,0,"WRIST",1,16.6184487696,"HOME","VAN",1123,-7,100,9,1,-74,74,0.138712,0.0724578,0.375504,0.32527,0.0298712,0.0581854,0.770407,-12,12
"25",210,10,-79,79,1,1,0,0,0,0,5,"CGY",0,36,40,29,33.3333333333,29,29,2,3,42,40,29,42,29,29,29,40,29,29,29,29,150.003333296,"SHOT",20003,0,8469608,"Mike Smith",0,0,0,5,"VAN",1,1,108,1,0,"BLOCK",0,0,"AWAY",71,-71,0,0,"AWAYZONE",1,1,53,0,"C",2018,"L","Bo Horvat",8477500,46,29,38.4,31,29,43.3333333333,29,29,2,3,46,33,29,46,29,29,29,29,29,40,29,29,-5.7105931375,5.7105931375,5.7105931375,0.634510348611,0,10.0498756211,0,1,0,0,0,0,0,0,"WRIST",1,16.6670370329,"HOME","VAN",1153,0,29,9,0,-79,79,0.120374,0.191131,0.32611,0.221614,0.0243202,0.11645,0.931119,1,-1
"26",211,57,-32,32,-6,6,0,0,0,0,5,"CGY",0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,38.4837628098,"SHOT",20003,0,8469608,"Mike Smith",0,0,0,5,"VAN",1,1,111,1,0,"FAC",0,0,"HOME",-69,69,-22,22,"AWAYZONE",0,1,5,0,"D",2018,"L","Derrick Pouliot",8476884,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,6.22582906443,6.22582906443,0,0,0,55.3263047745,0,0,0,0,1,0,0,0,"SLAP",1,12.8279209366,"HOME","VAN",1156,0,3,3,44,-34,34,0.32987,0.0405116,0.332808,0.225725,0.0250522,0.0460328,0.729899,-6,6
"27",212,14,76,76,-6,6,0,0,0,0,5,"CGY",0,34.2,28,24,38.3333333333,24,24,2,3,41,28,24,41,24,24,28,28,24,37,24,24,148.660687473,"SHOT",20003,0,8469608,"Mike Smith",0,0,0,5,"VAN",1,1,118,1,0,"FAC",0,0,"HOME",-69,-69,22,22,"AWAYZONE",1,2,64,0,"C",2018,"L","Tyler Motte",8477353,24,24,24,24,24,24,24,24,2,3,24,24,24,24,24,24,24,24,24,24,24,24,-26.5650511771,26.5650511771,0,0,0,13.416407865,0,0,0,0,1,0,0,0,"WRIST",1,6.19419531138,"HOME","VAN",1282,0,24,24,24,77,77,0.106749,0.104835,0.399842,0.273151,0.0201401,0.0952833,0.812145,-6,-6
"28",213,41,-74,74,38,38,9.6,0,0,0,5,"CGY",0,15.8,18,18,14.3333333333,14.3333333333,15.8,2,3,33,18,18,33,33,33,3,18,18,3,3,3,175.328263552,"MISS",20003,0,8474593,"Jacob Markstrom",0,0,0,5,"VAN",1,1,122,0,0,"GIVE",0,0,"AWAY",97,-97,1,-1,"HOMEZONE",1,2,18,0,"L",2018,"L","James Neal",8471707,57,57,25.4,4,4,39.6666666667,39.6666666667,25.4,2,3,57,4,4,57,57,57,4,4,4,7,7,4,-68.1985905136,68.1985905136,0,0,0,37.6961536499,0,0,0,0,1,0,0,0,"WRIST",0,5.15671363387,"AWAY","CGY",1384,1,126,34,7,-75,75,0.178324,0.0109358,0.422417,0.34056,0.020608,0.0271545,0.763649,35,-35
