"","shotID","homeTeamCode","awayTeamCode","season","isPlayoffGame","game_id","homeTeamWon","id","time","timeUntilNextEvent","timeSinceLastEvent","period","team","location","event","goal","shotPlayContinuedOutsideZone","shotPlayContinuedInZone","shotGoalieFroze","shotPlayStopped","shotGeneratedRebound","homeTeamGoals","awayTeamGoals","xCord","yCord","xCordAdjusted","yCordAdjusted","shotAngle","shotAngleAdjusted","shotAnglePlusRebound","shotAngleReboundRoyalRoad","shotDistance","shotType","shotOnEmptyNet","shotRebound","shotAnglePlusReboundSpeed","shotRush","speedFromLastEvent","lastEventxCord","lastEventyCord","distanceFromLastEvent","lastEventShotAngle","lastEventShotDistance","lastEventCategory","lastEventTeam","homeEmptyNet","awayEmptyNet","homeSkatersOnIce","awaySkatersOnIce","awayPenalty1TimeLeft","awayPenalty1Length","homePenalty1TimeLeft","homePenalty1Length","playerPositionThatDidEvent","playerNumThatDidEvent","playerNumThatDidLastEvent","lastEventxCord_adjusted","lastEventyCord_adjusted","timeSinceFaceoff","goalieIdForShot","goalieNameForShot","shooterPlayerId","shooterName","shooterLeftRight","shooterTimeOnIce","shooterTimeOnIceSinceFaceoff","shootingTeamForwardsOnIce","shootingTeamDefencemenOnIce","shootingTeamAverageTimeOnIce","shootingTeamAverageTimeOnIceOfForwards","shootingTeamAverageTimeOnIceOfDefencemen","shootingTeamMaxTimeOnIce","shootingTeamMaxTimeOnIceOfForwards","shootingTeamMaxTimeOnIceOfDefencemen","shootingTeamMinTimeOnIce","shootingTeamMinTimeOnIceOfForwards","shootingTeamMinTimeOnIceOfDefencemen","shootingTeamAverageTimeOnIceSinceFaceoff","shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff","shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMaxTimeOnIceSinceFaceoff","shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff","shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMinTimeOnIceSinceFaceoff","shootingTeamMinTimeOnIceOfForwardsSinceFaceoff","shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff","defendingTeamForwardsOnIce","defendingTeamDefencemenOnIce","defendingTeamAverageTimeOnIce","defendingTeamAverageTimeOnIceOfForwards","defendingTeamAverageTimeOnIceOfDefencemen","defendingTeamMaxTimeOnIce","defendingTeamMaxTimeOnIceOfForwards","defendingTeamMaxTimeOnIceOfDefencemen","defendingTeamMinTimeOnIce","defendingTeamMinTimeOnIceOfForwards","defendingTeamMinTimeOnIceOfDefencemen","defendingTeamAverageTimeOnIceSinceFaceoff","defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff","defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMaxTimeOnIceSinceFaceoff","defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff","defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMinTimeOnIceSinceFaceoff","defendingTeamMinTimeOnIceOfForwardsSinceFaceoff","defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff","offWing","arenaAdjustedShotDistance","arenaAdjustedXCord","arenaAdjustedYCord","arenaAdjustedYCordAbs","timeDifferenceSinceChange","averageRestDifference","xGoal","xFroze","xRebound","xPlayContinuedInZone","xPlayContinuedOutsideZone","xPlayStopped","xShotWasOnGoal","isHomeTeam","shotWasOnGoal","teamCode","arenaAdjustedXCordABS"
"11",614458,"S.J","VAN",2013,0,20014,1,45,464,5,28,1,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,0,-35,36,35,-36,-33.690067526,33.690067526,0,0,64.8999229584,"SLAP",0,0,0,0,2.59143999052,-44,-36,72.5603197347,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"D",3,0,44,36,122,8474550,"Antti Niemi",8469598,"Kevin Bieksa","R",10,10,3,2,16,20,10,20,20,10,10,20,10,16,20,10,20,20,10,10,20,10,3,2,17.8,15,22,22,20,22,8,8,22,17.8,15,22,22,20,22,8,8,22,0,66,-34,37,37,2,-1.8,0.0110301,0.15559,0.0278503,0.468693,0.312375,0.0244611,0.639134,0,0,"VAN",34
"12",614459,"S.J","VAN",2013,0,20014,1,48,478,10,6,1,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,0,-44,26,44,-26,-30.0183674276,30.0183674276,0,0,51.9711458407,"SLAP",0,0,0,0,7.75313556641,-64,-16,46.5188133985,0,0,"GIVE","HOME",0,0,5,5,0,0,0,0,"D",3,0,64,16,136,8474550,"Antti Niemi",8469598,"Kevin Bieksa","R",24,24,3,2,30,34,24,34,34,24,24,34,24,30,34,24,34,34,24,24,34,24,3,2,31.8,29,36,36,34,36,22,22,36,31.8,29,36,36,34,36,22,22,36,0,53,-43,27,27,2,-1.8,0.0161354,0.142394,0.0383903,0.461789,0.320265,0.0210265,0.62869,0,1,"VAN",43
"13",614460,"S.J","VAN",2013,0,20014,1,50,509,0,21,1,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,0,-78,27,78,-27,-67.8336541779,67.8336541779,0,0,29.1547594742,"WRIST",0,0,0,0,2.66879167032,-93,-27,56.0446250768,0,0,"TAKE","HOME",0,1,5,6,0,0,0,0,"C",21,0,93,27,167,8474550,"Antti Niemi",8474610,"Zac Dalpe","R",12,12,4,2,17.3333333333,9.25,33.5,55,12,55,1,1,12,17.3333333333,9.25,33.5,55,12,55,1,1,12,3,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,32,-77,30,30,-10,6.33333333333,0.0275053,0.146056,0.0490012,0.531038,0.222661,0.0237386,0.768979,0,1,"VAN",77
"14",614461,"S.J","VAN",2013,0,20014,1,55,544,0,17,1,"AWAY","HOMEZONE","GOAL",1,0,0,0,0,0,0,0,-51,2,51,-2,-3.01278750418,3.01278750418,0,0,38.0525951809,"SLAP",0,0,0,0,4.72496132424,25,28,80.3243425121,0,0,"GIVE","AWAY",0,0,4,5,0,0,0,0,"D",5,0,-25,-28,35,8474550,"Antti Niemi",8474520,"Jason Garrison","L",35,35,3,2,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2,2,34,22,46,46,35,46,9,9,46,28.5,22,35,35,35,35,9,9,35,1,40,-49,2,2,26,6.5,0.496969,0.0845653,0.0317838,0.229748,0.140952,0.0159813,0.787168,0,1,"VAN",49
"15",614462,"S.J","VAN",2013,0,20014,1,68,605,0,3,1,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,0,1,34,7,34,7,7.25319461273,7.25319461273,0,0,55.4436651025,"WRIST",0,0,0,0,19.3333333333,-6,-35,58,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"D",27,0,-6,-35,16,8466141,"Roberto Luongo",8466158,"Scott Hannan","L",16,16,3,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,3,2,14,16,11,16,16,16,6,16,6,14,16,11,16,16,16,6,16,6,0,55,34,7,7,10,2,0.0258342,0.272591,0.0337447,0.395177,0.251322,0.021332,0.719866,1,1,"S.J",34
"16",614463,"S.J","VAN",2013,0,20014,1,72,663,7,16,1,"AWAY","HOMEZONE","MISS",0,1,0,0,0,0,0,1,-41,-24,41,24,26.5650511771,26.5650511771,0,0,53.66563146,"WRIST",0,0,0,0,3.45167531787,-46,31,55.2268050859,0,0,"GIVE","AWAY",0,0,5,5,0,0,0,0,"L",20,0,46,-31,58,8474550,"Antti Niemi",8470274,"Chris Higgins","L",11,11,3,2,9.8,16.3333333333,0,38,38,0,0,0,0,9.8,16.3333333333,0,38,38,0,0,0,0,3,2,12.8,11.3333333333,15,15,15,15,4,4,15,12.8,11.3333333333,15,15,15,15,4,4,15,0,54,-41,-24,24,-4,-3,0.00884316,0.215651,0.0326803,0.439855,0.283579,0.0193907,0.674001,0,0,"VAN",41
"17",614464,"S.J","VAN",2013,0,20014,1,74,671,5,1,1,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,1,-36,-36,36,36,34.1861224864,34.1861224864,0,0,64.0702739186,"WRIST",0,0,0,0,79.2022726947,-69,36,79.2022726947,0,0,"GIVE","HOME",0,0,5,5,0,0,0,0,"D",23,0,69,-36,66,8474550,"Antti Niemi",8471303,"Alexander Edler","L",8,8,3,2,9.2,10,8,19,19,8,3,3,8,9.2,10,8,19,19,8,3,3,8,3,2,20.8,19.3333333333,23,23,23,23,12,12,23,20.8,19.3333333333,23,23,23,23,12,12,23,0,65,-35,-37,37,-9,-11.6,0.0111413,0.254996,0.0251302,0.386636,0.287548,0.034548,0.682542,0,0,"VAN",35
"18",614465,"S.J","VAN",2013,0,20014,1,75,676,5,5,1,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,1,-64,5,64,-5,-11.309932474,11.309932474,45.4960549604,1,25.495097568,"WRIST",0,0,9.09921099208,0,9.92975326985,-36,-36,49.6487663492,34.1861224864,64.0702739186,"MISS","AWAY",0,0,5,5,0,0,0,0,"L",20,23,36,36,71,8474550,"Antti Niemi",8470274,"Chris Higgins","L",24,24,3,2,14.2,15,13,24,24,13,8,8,13,14.2,15,13,24,24,13,8,8,13,3,2,25.8,24.3333333333,28,28,28,28,17,17,28,25.8,24.3333333333,28,28,28,28,17,17,28,1,28,-62,5,5,-9,-11.6,0.0720662,0.118638,0.0569982,0.436944,0.296218,0.0191353,0.675976,0,0,"VAN",62
"19",614466,"S.J","VAN",2013,0,20014,1,76,681,8,5,1,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,1,-36,29,36,-29,-28.6861475737,28.6861475737,17.3762150997,0,60.415229868,"WRIST",0,0,3.47524301994,0,7.37563556583,-64,5,36.8781778292,-11.309932474,25.495097568,"MISS","AWAY",0,0,5,5,0,0,0,0,"D",5,20,64,-5,76,8474550,"Antti Niemi",8474520,"Jason Garrison","L",18,18,3,2,19.2,20,18,29,29,18,13,13,18,19.2,20,18,29,29,18,13,13,18,3,2,30.8,29.3333333333,33,33,33,33,22,22,33,30.8,29.3333333333,33,33,33,33,22,22,33,1,60,-36,29,29,-9,-11.6,0.0105337,0.191136,0.0415979,0.441927,0.295246,0.019559,0.637088,0,0,"VAN",36
"20",614467,"S.J","VAN",2013,0,20014,1,77,689,3,8,1,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,1,-66,-3,66,3,7.43140797117,7.43140797117,36.1175555449,1,23.1948270095,"WRIST",0,0,4.51469444311,0,5.48292804987,-36,29,43.8634243989,-28.6861475737,60.415229868,"MISS","AWAY",0,0,5,5,0,0,0,0,"C",17,5,36,-29,84,8474550,"Antti Niemi",8470616,"Ryan Kesler","R",26,26,3,2,27.2,28,26,37,37,26,21,21,26,27.2,28,26,37,37,26,21,21,26,3,2,38.8,37.3333333333,41,41,41,41,30,30,41,38.8,37.3333333333,41,41,41,41,30,30,41,1,25,-64,-3,3,-9,-11.6,0.0741523,0.0980497,0.0602252,0.469265,0.280447,0.0178612,0.680983,0,0,"VAN",64
"21",614468,"S.J","VAN",2013,0,20014,1,79,706,10,14,1,"HOME","AWAYZONE","SHOT",0,0,1,0,0,0,0,1,32,-20,32,-20,-19.3348085378,19.3348085378,0,0,60.4069532422,"WRIST",0,0,0,0,7.27064267434,-68,-39,101.788997441,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"D",5,0,-68,-39,101,8466141,"Roberto Luongo",8474218,"Jason Demers","R",8,8,3,2,4,3,5.5,8,3,8,3,3,3,4,3,5.5,8,3,8,3,3,3,3,2,9.4,1,22,43,1,43,1,1,1,9.4,1,22,43,1,43,1,1,1,0,60,32,-20,20,2,-5.4,0.0105961,0.241814,0.0269518,0.405856,0.290844,0.0239391,0.730006,1,1,"S.J",32
"22",614469,"S.J","VAN",2013,0,20014,1,82,723,0,4,1,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,0,1,37,12,37,12,12.9946167919,12.9946167919,0,0,53.3666562565,"SLAP",0,0,0,0,14.9770658008,-21,27,59.908263203,0,0,"TAKE","HOME",0,0,5,5,0,0,0,0,"D",27,0,-21,27,118,8466141,"Roberto Luongo",8466158,"Scott Hannan","L",20,20,3,2,21,20,22.5,25,20,25,20,20,20,21,20,22.5,25,20,25,20,20,20,3,2,15.6,18,12,18,18,18,6,18,6,15.6,18,12,18,18,18,6,18,6,0,54,36,12,12,14,5.4,0.0359155,0.199147,0.0395065,0.405455,0.299543,0.0204331,0.695994,1,1,"S.J",36
"23",614470,"S.J","VAN",2013,0,20014,1,85,732,1,9,1,"HOME","AWAYZONE","SHOT",0,0,0,0,0,1,0,1,85,-6,85,-6,-56.309932474,56.309932474,0,0,7.21110255093,"BACK",0,0,0,0,3.58322566591,69,22,32.2490309932,0,0,"FAC","AWAY",0,0,5,5,0,0,0,0,"R",88,0,69,22,9,8466141,"Roberto Luongo",8470613,"Brent Burns","R",9,9,3,2,18,9,31.5,34,9,34,9,9,29,9,9,9,9,9,9,9,9,9,3,2,13.8,9,21,27,9,27,9,9,15,9,9,9,9,9,9,9,9,9,0,7.21110255093,85,-6,6,0,0,0.0569998,0.135044,0.0974028,0.415873,0.278612,0.0160685,0.903416,1,1,"S.J",85
"24",614471,"S.J","VAN",2013,0,20014,1,86,733,1,1,1,"HOME","AWAYZONE","SHOT",0,0,0,0,0,1,0,1,83,-2,83,-2,-18.4349488229,18.4349488229,37.8749836511,0,6.32455532034,"WRIST",0,1,37.8749836511,0,4.472135955,85,-6,4.472135955,-56.309932474,7.21110255093,"SHOT","HOME",0,0,5,5,0,0,0,0,"C",48,88,85,-6,10,8466141,"Roberto Luongo",8476881,"Tomas Hertl","L",10,10,3,2,19,10,32.5,35,10,35,10,10,30,10,10,10,10,10,10,10,10,10,3,2,14.8,10,22,28,10,28,10,10,16,10,10,10,10,10,10,10,10,10,1,6.32455532034,83,-2,2,0,0,0.257722,0.305369,0.133375,0.174962,0.096442,0.0321299,0.972603,1,1,"S.J",83
"25",614472,"S.J","VAN",2013,0,20014,1,87,734,22,1,1,"HOME","AWAYZONE","SHOT",0,0,1,0,0,0,0,1,85,4,85,4,45,45,63.4349488229,1,5.65685424949,"BACK",0,1,63.4349488229,0,6.32455532034,83,-2,6.32455532034,-18.4349488229,6.32455532034,"SHOT","HOME",0,0,5,5,0,0,0,0,"C",19,48,83,-2,11,8466141,"Roberto Luongo",8466138,"Joe Thornton","L",11,11,3,2,20,11,33.5,36,11,36,11,11,31,11,11,11,11,11,11,11,11,11,3,2,15.8,11,23,29,11,29,11,11,17,11,11,11,11,11,11,11,11,11,0,5.65685424949,85,4,4,0,0,0.319008,0.254491,0.0807875,0.223356,0.0903074,0.0320491,0.951655,1,1,"S.J",85
"26",614473,"S.J","VAN",2013,0,20014,1,89,767,1,11,1,"HOME","AWAYZONE","SHOT",0,0,1,0,0,0,0,1,80,21,80,21,66.8014094864,66.8014094864,0,0,22.8473193176,"SLAP",0,0,0,0,2.45622837929,53,20,27.0185121722,0,0,"BLOCK","HOME",0,0,5,5,0,0,0,0,"R",88,0,53,20,44,8466141,"Roberto Luongo",8470613,"Brent Burns","R",44,44,3,2,53,44,66.5,69,44,69,44,44,64,44,44,44,44,44,44,44,44,44,3,2,48.8,44,56,62,44,62,44,44,50,44,44,44,44,44,44,44,44,44,1,25,79,23,23,0,0,0.0445366,0.115616,0.037953,0.451617,0.32987,0.020407,0.665889,1,1,"S.J",79
"27",614474,"S.J","VAN",2013,0,20014,1,92,774,22,6,1,"AWAY","HOMEZONE","MISS",0,1,0,0,0,0,0,1,-75,-3,75,3,12.094757077,12.094757077,0,0,14.3178210633,"DEFL",0,0,0,0,3.32080980753,-69,-22,19.9248588452,0,0,"FAC","AWAY",0,0,4,5,0,0,114,120,"L",22,0,69,22,6,8474550,"Antti Niemi",8467875,"Daniel Sedin","L",6,6,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,16,-73,-3,3,0,0,0.0246912,0.0826338,0.0552488,0.572353,0.229125,0.0359481,0.418026,0,0,"VAN",73
"28",614475,"S.J","VAN",2013,0,20014,1,93,796,20,22,1,"AWAY","HOMEZONE","MISS",0,1,0,0,0,0,0,1,-36,18,36,-18,-18.7586503478,18.7586503478,30.8534074249,1,55.9732078766,"SLAP",0,0,1.40242761022,0,2.01338496276,-75,-3,44.2944691807,12.094757077,14.3178210633,"MISS","AWAY",0,0,4,5,0,0,92,120,"D",5,22,75,3,28,8474550,"Antti Niemi",8474520,"Jason Garrison","L",28,28,3,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2,2,20,12,28,28,12,28,12,12,28,20,12,28,28,12,28,12,12,28,1,56,-36,18,18,16,8,0.00448688,0.152028,0.0546086,0.492321,0.275223,0.0213324,0.686785,0,0,"VAN",36
