"","shotID","homeTeamCode","awayTeamCode","season","isPlayoffGame","game_id","homeTeamWon","id","time","timeUntilNextEvent","timeSinceLastEvent","period","team","location","event","goal","shotPlayContinuedOutsideZone","shotPlayContinuedInZone","shotGoalieFroze","shotPlayStopped","shotGeneratedRebound","homeTeamGoals","awayTeamGoals","xCord","yCord","xCordAdjusted","yCordAdjusted","shotAngle","shotAngleAdjusted","shotAnglePlusRebound","shotAngleReboundRoyalRoad","shotDistance","shotType","shotOnEmptyNet","shotRebound","shotAnglePlusReboundSpeed","shotRush","speedFromLastEvent","lastEventxCord","lastEventyCord","distanceFromLastEvent","lastEventShotAngle","lastEventShotDistance","lastEventCategory","lastEventTeam","homeEmptyNet","awayEmptyNet","homeSkatersOnIce","awaySkatersOnIce","awayPenalty1TimeLeft","awayPenalty1Length","homePenalty1TimeLeft","homePenalty1Length","playerPositionThatDidEvent","playerNumThatDidEvent","playerNumThatDidLastEvent","lastEventxCord_adjusted","lastEventyCord_adjusted","timeSinceFaceoff","goalieIdForShot","goalieNameForShot","shooterPlayerId","shooterName","shooterLeftRight","shooterTimeOnIce","shooterTimeOnIceSinceFaceoff","shootingTeamForwardsOnIce","shootingTeamDefencemenOnIce","shootingTeamAverageTimeOnIce","shootingTeamAverageTimeOnIceOfForwards","shootingTeamAverageTimeOnIceOfDefencemen","shootingTeamMaxTimeOnIce","shootingTeamMaxTimeOnIceOfForwards","shootingTeamMaxTimeOnIceOfDefencemen","shootingTeamMinTimeOnIce","shootingTeamMinTimeOnIceOfForwards","shootingTeamMinTimeOnIceOfDefencemen","shootingTeamAverageTimeOnIceSinceFaceoff","shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff","shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMaxTimeOnIceSinceFaceoff","shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff","shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMinTimeOnIceSinceFaceoff","shootingTeamMinTimeOnIceOfForwardsSinceFaceoff","shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff","defendingTeamForwardsOnIce","defendingTeamDefencemenOnIce","defendingTeamAverageTimeOnIce","defendingTeamAverageTimeOnIceOfForwards","defendingTeamAverageTimeOnIceOfDefencemen","defendingTeamMaxTimeOnIce","defendingTeamMaxTimeOnIceOfForwards","defendingTeamMaxTimeOnIceOfDefencemen","defendingTeamMinTimeOnIce","defendingTeamMinTimeOnIceOfForwards","defendingTeamMinTimeOnIceOfDefencemen","defendingTeamAverageTimeOnIceSinceFaceoff","defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff","defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMaxTimeOnIceSinceFaceoff","defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff","defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMinTimeOnIceSinceFaceoff","defendingTeamMinTimeOnIceOfForwardsSinceFaceoff","defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff","offWing","arenaAdjustedShotDistance","arenaAdjustedXCord","arenaAdjustedYCord","arenaAdjustedYCordAbs","timeDifferenceSinceChange","averageRestDifference","xGoal","xFroze","xRebound","xPlayContinuedInZone","xPlayContinuedOutsideZone","xPlayStopped","xShotWasOnGoal","isHomeTeam","shotWasOnGoal","teamCode","arenaAdjustedXCordABS"
"11",833907,"CGY","VAN",2015,0,20003,0,46,423,3,3,1,"HOME","AWAYZONE","SHOT",0,0,0,0,0,1,0,0,-46,-1,46,1,1.33221985387,1.33221985387,0,0,43.0116263352,"WRIST",0,0,0,0,13.4205480928,-56,-40,40.2616442784,0,0,"HIT","HOME",0,0,5,5,0,0,0,0,"R",67,0,56,40,38,8468011,"Ryan Miller",8473564,"Michael Frolik","L",38,38,3,2,32.8,38,25,38,38,38,12,38,12,32.8,38,25,38,38,38,12,38,12,3,2,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,0,46,-43,-1,1,-26,-5.2,0.033198,0.235207,0.0435804,0.393248,0.27279,0.0219761,0.697435,1,1,"CGY",43
"12",833908,"CGY","VAN",2015,0,20003,0,47,426,38,3,1,"HOME","AWAYZONE","MISS",0,1,0,0,0,0,0,0,-71,-18,71,18,45,45,43.6677801461,0,25.4558441227,"WRIST",0,1,14.5559267154,0,10.0774776386,-46,-1,30.2324329157,1.33221985387,43.0116263352,"SHOT","HOME",0,0,5,5,0,0,0,0,"C",11,67,46,1,41,8468011,"Ryan Miller",8474150,"Mikael Backlund","L",41,41,3,2,35.8,41,28,41,41,41,15,41,15,35.8,41,28,41,41,41,15,41,15,3,2,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0,26,-71,-18,18,-26,-5.2,0.0819086,0.169129,0.0493546,0.374039,0.296635,0.0289342,0.691016,1,0,"CGY",71
"13",833909,"CGY","VAN",2015,0,20003,0,48,464,4,38,1,"HOME","AWAYZONE","MISS",0,0,1,0,0,0,0,0,-47,20,47,-20,-25.4633450619,25.4633450619,70.4633450619,1,46.5188133985,"WRIST",0,0,1.85429855426,0,1.18274763443,-71,-18,44.9444101085,45,25.4558441227,"MISS","HOME",0,0,5,5,0,0,0,0,"D",6,11,71,18,79,8468011,"Ryan Miller",8469770,"Dennis Wideman","R",53,53,3,2,37,33,43,53,33,53,33,33,33,37,33,43,53,33,53,33,33,33,3,2,27.2,25.3333333333,30,30,30,30,16,16,30,27.2,25.3333333333,30,30,30,30,16,16,30,0,50,-44,21,21,17,9.8,0.0131869,0.196866,0.0368675,0.399431,0.333062,0.0205873,0.702457,1,0,"CGY",44
"14",833910,"CGY","VAN",2015,0,20003,0,50,477,1,9,1,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,0,0,-82,20,82,-20,-70.7099537808,70.7099537808,0,0,21.1896201004,"SLAP",0,0,0,0,6.63138813839,-91,-39,59.6824932455,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"R",24,0,91,39,92,8468011,"Ryan Miller",8470201,"Jiri Hudler","L",46,46,3,2,50,46,56,66,46,66,46,46,46,50,46,56,66,46,66,46,46,46,3,2,40.2,38.3333333333,43,43,43,43,29,29,43,40.2,38.3333333333,43,43,43,43,29,29,43,1,22,-82,21,21,17,9.8,0.0535329,0.110852,0.042428,0.414429,0.3622,0.0165581,0.666592,1,1,"CGY",82
"15",833911,"CGY","VAN",2015,0,20003,0,62,598,0,67,1,"AWAY","HOMEZONE","SHOT",0,0,0,0,1,0,0,0,67,13,67,13,30.5792268725,30.5792268725,0,0,25.5538646784,"WRIST",0,0,0,0,1.24669310852,-4,-31,83.528438271,0,0,"GIVE","HOME",0,0,5,5,0,0,0,0,"L",22,0,-4,-31,91,8471403,"Karri Ramo",8467875,"Daniel Sedin","L",29,29,3,2,21.8,29,11,29,29,18,4,29,4,21.8,29,11,29,29,18,4,29,4,3,2,16.6,25.6666666667,3,37,37,3,3,3,3,16.6,25.6666666667,3,37,37,3,3,3,3,0,27,66,14,14,1,5.2,0.0622336,0.145432,0.0426043,0.411086,0.314111,0.0245338,0.730641,0,1,"VAN",66
"16",833912,"CGY","VAN",2015,0,20003,0,65,634,0,10,1,"AWAY","HOMEZONE","GOAL",1,0,0,0,0,0,0,0,63,-28,63,-28,-47.1210963967,47.1210963967,0,0,38.2099463491,"SLAP",0,0,0,0,1.83575597507,72,-12,18.3575597507,0,0,"BLOCK","AWAY",0,0,5,5,0,0,0,0,"R",36,0,72,-12,36,8471403,"Karri Ramo",8471498,"Jannik Hansen","R",36,36,3,2,15.6,24.6666666667,2,36,36,2,2,2,2,15.6,24.6666666667,2,36,36,2,2,2,2,3,2,8.8,13.3333333333,2,36,36,2,2,2,2,8.8,13.3333333333,2,36,36,2,2,2,2,0,40,62,-29,29,0,6.8,0.0203713,0.186935,0.0319802,0.35657,0.373543,0.0306008,0.73664,0,1,"VAN",62
"17",833913,"CGY","VAN",2015,0,20003,0,67,651,2,17,1,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,1,76,26,76,26,63.4349488229,63.4349488229,0,0,29.0688837075,"WRIST",0,0,0,0,4.80051900308,-2,2,81.6088230524,0,0,"FAC","HOME",0,0,5,5,0,0,0,0,"L",47,0,-2,2,17,8471403,"Karri Ramo",8476466,"Sven Baertschi","L",17,17,3,2,18.2,17.6666666667,19,19,19,19,17,17,19,17,17,17,17,17,17,17,17,17,3,2,18.2,18.3333333333,18,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,0,31,75,28,28,0,0,0.014267,0.156761,0.0382816,0.449477,0.322537,0.018677,0.726652,0,1,"VAN",75
"18",833914,"CGY","VAN",2015,0,20003,0,79,872,1,7,1,"HOME","Neu. Zone","SHOT",0,0,0,1,0,0,0,1,-25,32,25,-32,-26.5650511771,26.5650511771,0,0,71.55417528,"BACK",0,0,0,0,13.1878113175,-84,-39,92.3146792228,0,0,"HIT","HOME",0,0,5,5,0,0,0,0,"C",11,0,84,39,118,8468011,"Ryan Miller",8474150,"Mikael Backlund","L",23,23,3,2,30.2,31,29,35,35,29,23,23,29,30.2,31,29,35,35,29,23,23,29,3,2,17.8,27,4,30,30,4,4,21,4,17.8,27,4,30,30,4,4,21,4,1,84,-14,38,38,19,12.4,0.00674556,0.241369,0.0105755,0.258609,0.456792,0.0259094,0.878307,1,1,"CGY",14
"19",833915,"CGY","VAN",2015,0,20003,0,82,877,1,4,1,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,0,1,-88,36,88,-36,-88.4088597288,88.4088597288,0,0,36.0138862107,"BACK",0,0,0,0,5.9002118606,-69,22,23.6008474424,0,0,"FAC","AWAY",0,0,5,5,0,0,0,0,"R",24,0,69,-22,4,8468011,"Ryan Miller",8470201,"Jiri Hudler","L",4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,20.8,32,4,35,35,4,4,26,4,4,4,4,4,4,4,4,4,4,1,38,-88,38,38,0,0,0.0119534,0.329729,0.0411687,0.382715,0.21033,0.0241046,0.753491,1,1,"CGY",88
"20",833916,"CGY","VAN",2015,0,20003,0,85,883,28,5,1,"HOME","AWAYZONE","SHOT",0,1,0,0,0,0,0,1,-82,32,82,-32,-77.6609127217,77.6609127217,0,0,32.7566787083,"BACK",0,0,0,0,3.28024389337,-69,22,16.4012194669,0,0,"FAC","HOME",0,0,5,5,0,0,0,0,"C",23,0,69,-22,5,8468011,"Ryan Miller",8477497,"Sean Monahan","L",10,5,3,2,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,3,2,26.8,38,10,41,41,10,10,32,10,5,5,5,5,5,5,5,5,5,1,35,-82,34,34,0,0,0.00594697,0.235886,0.0402783,0.432432,0.268469,0.0169879,0.743407,1,1,"CGY",82
"21",833917,"CGY","VAN",2015,0,20003,0,86,911,5,28,1,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,1,61,-9,61,-9,-17.8188889145,17.8188889145,0,0,29.4108823397,"WRIST",0,0,0,0,5.31291264904,-82,32,148.761554173,0,0,"SHOT","HOME",0,0,5,5,0,0,0,0,"R",24,23,-82,32,33,8471403,"Karri Ramo",8471490,"Adam Cracknell","R",10,10,3,2,15.2,24,2,60,60,2,2,2,2,9.8,15,2,33,33,2,2,2,2,3,2,25,26,23.5,38,38,38,2,2,9,22,22.6666666667,21,33,33,33,2,2,9,0,31,59,-9,9,0,-12.2,0.0563684,0.15643,0.041524,0.42804,0.295981,0.021657,0.708586,0,1,"VAN",59
"22",833918,"CGY","VAN",2015,0,20003,0,87,916,4,5,1,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,1,78,3,78,3,15.2551187031,15.2551187031,33.0740076176,1,11.401754251,"BACK",0,0,6.61480152352,0,4.16173040934,61,-9,20.8086520467,-17.8188889145,29.4108823397,"SHOT","AWAY",0,0,5,5,0,0,0,0,"R",24,24,61,-9,38,8471403,"Karri Ramo",8471490,"Adam Cracknell","R",15,15,3,2,20.2,29,7,65,65,7,7,7,7,14.8,20,7,38,38,7,7,7,7,3,2,30,31,28.5,43,43,43,7,7,14,27,27.6666666667,26,38,38,38,7,7,14,1,13,76,3,3,0,-12.2,0.0874872,0.109073,0.0611908,0.444036,0.279851,0.018362,0.787992,0,1,"VAN",76
"23",833919,"CGY","VAN",2015,0,20003,0,88,920,7,4,1,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,1,39,-25,39,-25,-26.5650511771,26.5650511771,41.8201698801,1,55.9016994375,"SLAP",0,0,10.45504247,0,12.0026038842,78,3,48.0104155366,15.2551187031,11.401754251,"SHOT","AWAY",0,0,5,5,0,0,0,0,"D",5,24,78,3,42,8471403,"Karri Ramo",8474579,"Luca Sbisa","L",11,11,3,2,24.2,33,11,69,69,11,11,11,11,18.8,24,11,42,42,11,11,11,11,3,2,34,35,32.5,47,47,47,11,11,18,31,31.6666666667,30,42,42,42,11,11,18,1,58,37,-26,26,0,-12.2,0.0249641,0.212102,0.0481896,0.398938,0.292451,0.0233545,0.647773,0,1,"VAN",37
"24",833920,"CGY","VAN",2015,0,20003,0,91,931,0,4,1,"AWAY","HOMEZONE","SHOT",0,0,0,0,1,0,0,1,61,1,61,1,2.04540848889,2.04540848889,0,0,28.0178514522,"WRIST",0,0,0,0,14.8408220797,11,-31,59.3632883186,0,0,"TAKE","AWAY",0,0,5,5,0,0,0,0,"R",15,0,11,-31,53,8471403,"Karri Ramo",8473432,"Derek Dorsett","R",22,22,3,2,20.2,19,22,30,30,22,5,5,22,20.2,19,22,30,30,22,5,5,22,3,2,4.4,7.33333333333,0,22,22,0,0,0,0,4.4,7.33333333333,0,22,22,0,0,0,0,1,30,59,1,1,5,15.8,0.0945436,0.228506,0.043479,0.324147,0.270208,0.0391164,0.790302,0,1,"VAN",59
"25",833921,"CGY","VAN",2015,0,20003,0,93,935,0,4,1,"AWAY","HOMEZONE","SHOT",0,0,0,1,0,0,0,1,66,-31,66,-31,-53.4269690215,53.4269690215,0,0,38.6005181312,"WRIST",0,0,0,0,2.37170824513,69,-22,9.48683298051,0,0,"FAC","AWAY",0,0,5,5,0,0,0,0,"R",17,0,69,-22,4,8471403,"Karri Ramo",8468085,"Radim Vrbata","R",4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,8.4,11.3333333333,4,26,26,4,4,4,4,4,4,4,4,4,4,4,4,4,0,41,65,-33,33,0,0,0.0110873,0.247997,0.0308759,0.412209,0.281502,0.016329,0.70406,0,1,"VAN",65
"26",833922,"CGY","VAN",2015,0,20003,0,101,999,6,12,1,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,1,69,29,69,29,55.4077113125,55.4077113125,0,0,35.2278299076,"SLAP",0,0,0,0,11.5147851816,-69,22,138.177422179,0,0,"FAC","AWAY",0,0,5,5,0,0,0,0,"L",22,0,-69,22,12,8471403,"Karri Ramo",8467875,"Daniel Sedin","L",16,12,3,2,13,12.3333333333,14,23,16,23,5,5,5,9.2,9.66666666667,8.5,12,12,12,5,5,5,3,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,37,68,30,30,-7,-2.8,0.0172406,0.182852,0.0325253,0.40711,0.337971,0.0223015,0.722077,0,1,"VAN",68
"27",833923,"CGY","VAN",2015,0,20003,0,102,1005,7,6,1,"AWAY","HOMEZONE","MISS",0,0,1,0,0,0,0,1,84,8,84,8,57.9946167919,57.9946167919,2.58690547943,0,9.43398113206,"BACK",0,0,0.431150913238,0,4.30116263352,69,29,25.8069758011,55.4077113125,35.2278299076,"SHOT","AWAY",0,0,5,5,0,0,0,0,"C",33,22,69,29,18,8471403,"Karri Ramo",8467876,"Henrik Sedin","L",22,18,3,2,19,18.3333333333,20,29,22,29,11,11,11,15.2,15.6666666667,14.5,18,18,18,11,11,11,3,2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,9.43398113206,84,8,8,-7,-2.8,0.0331173,0.116875,0.0685313,0.461963,0.303035,0.0164775,0.829773,0,0,"VAN",84
"28",833924,"CGY","VAN",2015,0,20003,0,106,1022,11,9,1,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,1,80,7,80,7,37.8749836511,37.8749836511,0,0,11.401754251,"WRIST",0,0,0,0,3.44623609317,69,-22,31.0161248385,0,0,"FAC","AWAY",0,0,5,5,0,0,0,0,"L",47,0,69,-22,9,8471403,"Karri Ramo",8476466,"Sven Baertschi","L",9,9,3,2,20.2,9,37,46,9,46,9,9,28,9,9,9,9,9,9,9,9,9,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,13,79,8,8,0,0,0.0725161,0.109505,0.0758586,0.445533,0.277941,0.0186456,0.7919,0,1,"VAN",79
