playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8471707,2009,James Neal,DAL,R,other,77,3599,74,33.57,0.62,0.59,0.7,0.52,0.71,0.52,238,13.58,3.13,0.99,2.42,0.49,7.25,4.72,2.6,3.13,2.6,1,0,12,7,5,24,3,2,2,1,4,0,6,5,10,17,1,2,3,4,4,1,7,6,6,0.3,0.65,2.18,0,1,1,24,19,19,0,0.29,0.72,0.49,2.92,2.92,2.42,74,30,7,8,29,13,10,14,37,3,6,5852,2,6,3,0,61.46,11.01,9.79,11.01,9.79,56,31,25,112,8,4,2,44,28,15,1.68,3.75,5.59,0,5,3,112,87,87,1.34,1.22,1.22,11.14,11.14,10.11,24.31,6.8,6.15,6.8,6.15,23,12,13,48,7,4,1,18,6,11,0.73,0.69,5.38,1,0,6,48,35,35,0.37,1.91,1.91,5.26,5.26,5.17,13.68,9.37,153,142,0,0,0,0,0,0
8471707,2009,James Neal,DAL,R,all,77,84185,1813,50.74,0.55,0.47,0.53,0.47,0.53,0.47,340,197.48,22.42,15.31,40.77,6.52,106.81,80.16,21.37,22.36,21.3,18,10,198,74,71,343,55,27,7,4,38,4,88,108,171,245,25,64,19,173,57,26,168,82,22,6.14,9.67,6.61,9,10,8,342.23,272,271.61,11,3.5,2.02,3.76,22.16,22.1,21.21,1813,333,139,284,1057,292,269,299,953,19,40,198893,64,75,36,31,773.87,76.83,73.47,76.79,73.42,770,315,335,1420,85,53,12,785,227,73,23.44,27.38,26.01,26,33,26,1415.56,1085,1083.29,12.89,10.78,10.83,78.89,78.82,76.18,703.73,62.33,60.18,62.83,60.67,717,260,284,1261,73,50,10,749,171,57,23.67,19.58,19.08,23,32,18,1270.99,977,984.95,9.8,11.73,12.37,59.77,60.26,59.45,136.81,151.6,2887,3259,0,0,0,0,0,0
8471707,2009,James Neal,DAL,R,5on5,77,64419,1385,50.74,0.49,0.49,0.48,0.48,0.48,0.48,329,143.35,14.99,10.17,30.41,4.55,75.13,60.75,14.62,14.92,14.54,9,10,146,50,50,246,41,22,3,3,24,4,64,79,124,174,18,50,7,162,46,23,130,53,13,5.09,6.47,3.43,8,9,5,245.23,196,195.61,11,2.11,0.36,2.98,14.12,14.06,13.85,1385,189,120,250,826,232,211,216,726,7,15,156367,50,59,28,29,517.16,42.38,41.3,42.33,41.24,520,204,215,939,51,34,8,555,137,32,17.37,16.21,8.8,22,19,10,934.56,724,722.29,7.04,6.73,6.7,42.71,42.64,42.04,577.74,44.27,43.19,44.77,43.68,588,212,236,1036,55,36,5,633,134,33,20.01,15.14,9.12,22,26,7,1045.99,800,807.95,7.67,7.7,8.34,43.6,44.1,43.65,89.79,94.77,2201,2382,0.94,2.14,35,48,27,41
8471707,2009,James Neal,DAL,R,4on5,77,4212,133,41.45,0.12,0.07,0.1,0.08,0.09,0.1,300,2.91,0.32,0.16,0.38,0.09,0.9,2.16,0.32,0.32,0.32,1,0,2,2,2,6,2,1,0,0,1,0,0,2,1,3,0,0,3,4,7,1,2,2,0,0.08,0.24,0,1,0,0,6,4,4,0,0.04,0,0,0.35,0.35,0.35,133,4,8,8,113,10,27,25,71,3,4,16944,0,4,2,0,6.06,0.98,0.98,0.98,0.98,6,2,5,13,3,0,0,3,4,1,0.1,0.55,0.33,1,1,1,13,8,8,0.08,0,0,1.06,1.06,1.06,60.45,7.08,6.73,7.08,6.73,64,21,27,112,7,5,2,60,15,10,1.51,1.67,3.9,0,2,5,112,85,85,1.27,1.46,1.46,6.89,6.89,6.63,2.24,29.32,47,508,0.01,0.02,1,1,1,1
8471707,2009,James Neal,DAL,R,5on4,77,11955,221,50.13,0.86,0.89,0.86,0.87,0.84,0.86,345,36.12,3.83,3.93,7.24,1.34,22.89,11.78,3.67,3.83,3.67,7,0,36,15,12,63,9,2,2,0,9,0,18,20,34,49,6,12,6,3,0,1,28,20,3,0.62,2.21,1,0,0,2,63,51,51,0,1.04,0.94,0.29,4.58,4.58,4.41,221,110,4,18,89,37,21,44,119,6,13,15498,12,4,2,2,185.59,22.24,21.18,22.24,21.18,185,76,88,349,23,15,2,179,57,25,4.18,6.77,11.29,3,8,12,349,261,261,4.38,2.83,2.91,23.7,23.7,22.7,35.36,3.59,3.53,3.59,3.53,35,14,8,57,3,4,1,33,13,3,1.18,1.73,0.68,0,3,0,57,49,49,0.42,0.55,0.55,3.46,3.46,3.44,25.97,3.2,427,62,0.24,0.1,2,3,2,3
8471385,2009,Adam Pardy,CGY,D,other,57,615,15,7.35,0.4,0.62,0.47,0.47,0.38,0.52,88,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,1,10,0,1,3,11,0,0,2812,0,0,0,0,7.13,0.9,0.9,0.9,0.9,8,2,4,14,2,0,0,7,2,1,0.23,0.3,0.37,1,1,0,14,10,10,0.09,0,0,0.99,0.99,0.99,11.39,1.36,1.34,1.36,1.34,12,4,0,16,3,0,0,9,6,1,0.36,0.76,0.24,0,2,1,16,16,16,0.24,0,0,1.6,1.6,1.57,9.52,5.77,75,85,0.34,0,3,0,2,0
8471385,2009,Adam Pardy,CGY,D,all,57,54212,1259,17.1,0.53,0.49,0.52,0.52,0.53,0.5,297,41.13,1.02,2.38,11.47,1.27,26.39,18.47,0.99,1.01,0.98,4,3,40,21,38,99,9,2,1,0,7,2,26,23,38,59,22,48,0,54,16,28,61,0,0,1.02,0,0,2,0,0,98.54,61,60.48,20,0.48,0.14,0,1.49,1.48,1.44,1259,92,104,189,874,170,173,136,780,0,0,153787,48,36,15,60,446.06,31.89,30.86,32.2,31.17,445,187,224,856,27,15,1,517,98,17,14.53,11.71,5.65,14,9,4,862.07,632,636.04,5.7,3.03,3.21,33.73,33.92,33.02,389.8,28.72,28.1,28.55,27.94,398,163,217,778,37,25,8,444,100,17,12.45,11.84,4.43,14,17,6,772.85,561,558.98,5.55,3.34,4.05,29.62,29.49,29.1,107.44,113.77,2414,2266,0,0,0,0,0,0
8471385,2009,Adam Pardy,CGY,D,5on5,57,48924,1095,17.1,0.55,0.49,0.55,0.52,0.56,0.5,247,38.35,0.92,2.17,10.58,1.18,24.53,17.61,0.91,0.91,0.9,4,1,36,21,37,94,7,2,1,0,6,1,25,22,34,55,21,48,0,51,14,26,57,0,0,0.92,0,0,2,0,0,93.54,57,56.48,19,0.43,0.14,0,1.35,1.33,1.31,1095,78,87,181,749,156,149,120,670,0,0,113934,48,34,14,50,416.61,28.79,28.28,29.1,28.59,414,177,210,801,25,15,1,485,92,14,13.65,10.91,4.23,13,8,4,807.07,591,595.05,5.25,3.03,3.21,30.18,30.37,30.02,331.73,23.53,23.02,23.36,22.85,332,140,193,665,29,24,8,376,85,11,10.67,10.19,2.67,13,13,3,659.85,472,469.98,4.33,3.11,3.82,23.72,23.59,23.28,63.68,66.19,1705,1590,4.12,0.6,106,13,88,12
8471385,2009,Adam Pardy,CGY,D,4on5,57,3723,112,12.4,0.19,0.07,0.16,0.13,0.16,0.14,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,112,0,10,7,95,6,19,11,76,0,0,13744,0,0,0,0,8.8,0.76,0.76,0.76,0.76,11,1,4,16,0,0,0,8,4,0,0.27,0.49,0,0,0,0,16,12,12,0.11,0,0,0.87,0.87,0.87,41.75,3.29,3.26,3.29,3.26,46,19,21,86,5,0,0,53,8,4,1.21,0.79,1.29,1,2,2,86,65,65,0.89,0,0.01,3.98,3.98,3.95,2.14,28.15,58,404,0.14,0,2,1,2,0
8471385,2009,Adam Pardy,CGY,D,5on4,57,950,37,5.25,0.95,0.97,0.81,0.92,0.81,0.92,119,2.78,0.1,0.2,0.89,0.09,1.86,0.86,0.08,0.1,0.08,0,0,4,0,1,5,0,0,0,0,1,1,1,1,4,4,0,0,0,0,0,0,4,0,0,0.1,0,0,0,0,0,5,4,4,0,0.05,0,0,0.14,0.14,0.13,37,14,3,0,20,8,4,2,23,0,0,8721,0,0,0,4,11.9,1.4,0.88,1.4,0.88,10,7,5,22,0,0,0,15,0,2,0.35,0,1.05,0,0,0,22,17,17,0.24,0,0,1.64,1.64,1.09,2.67,0.07,0.07,0.07,0.07,4,0,1,5,0,0,0,4,0,0,0.07,0,0,0,0,0,5,4,4,0.01,0,0,0.08,0.08,0.08,13.44,0.42,244,21,0,0,0,0,0,0
8470144,2009,Frans Nielsen,NYI,C,other,75,4584,99,28.81,0.66,0.5,0.53,0.39,0.54,0.42,171,9.18,1.41,0.58,1.73,0.28,4.92,4.08,1.38,1.41,1.38,2,1,8,5,6,19,3,0,0,0,0,0,5,8,8,13,0,0,49,1,7,3,7,4,2,0.21,0.48,0.72,0,0,0,19,13,13,2,0.15,0,0,1.56,1.56,1.52,99,23,27,19,30,9,13,16,61,49,33,8103,0,4,2,1,43,6.26,6.06,6.26,6.06,42,19,20,81,6,1,0,38,14,9,1.17,1.69,3.4,3,2,1,81,61,61,0.78,0.09,0.09,6.96,6.96,6.72,35.93,3.28,3.12,3.28,3.12,37,16,18,71,3,1,0,40,11,2,1.31,1.43,0.54,1,1,1,71,53,53,0.67,0.18,0.18,3.76,3.76,3.61,10.74,10.78,105,164,0,0.06,0,2,0,1
8470144,2009,Frans Nielsen,NYI,C,all,75,77662,1743,40.22,0.53,0.48,0.54,0.46,0.54,0.47,313,135.84,13.99,9.81,28.26,4.4,75.92,57.62,13.46,13.99,13.45,18,8,133,57,54,244,37,11,13,1,33,6,62,65,122,179,3,6,579,39,60,31,124,54,12,4.25,6.15,3.59,1,8,2,243.51,190,190.12,12,2.16,3.72,1.54,14.61,14.63,14.26,1743,313,346,279,805,229,213,271,1030,579,579,197419,6,16,8,41,694.26,64.98,62.61,65.04,62.69,693,285,347,1325,56,42,5,723,192,63,20.52,22.73,21.73,18,21,17,1324.21,978,979.68,11.52,9,8.91,67.59,67.7,65.84,591.91,56.74,53.11,56.91,53.29,597,244,309,1150,52,35,9,616,176,49,17.52,20.85,18.38,22,16,14,1155.87,841,843.93,9.53,9.73,10.44,55.82,55.96,52.85,155.28,168.18,2910,3454,0,0,0,0,0,0
8470144,2009,Frans Nielsen,NYI,C,5on5,75,51857,1184,40.22,0.5,0.49,0.52,0.46,0.52,0.47,520,91.77,9.15,6.33,19.87,2.97,50.6,39.08,8.91,9.14,8.91,10,4,92,36,36,164,23,9,7,1,24,4,42,42,83,119,2,4,381,31,34,20,85,37,6,3.1,4.39,1.66,1,7,1,163.51,128,128.12,8,1.31,1.11,1.26,9.2,9.22,9.06,1184,169,199,221,595,159,156,185,684,381,383,158504,4,8,4,33,436.18,33,32.2,33.06,32.28,439,174,229,842,31,22,2,478,115,20,14.16,13.5,5.34,10,16,5,841.21,613,614.68,5.82,4.19,4.19,34.63,34.73,34.12,402.82,32.49,31.66,32.66,31.83,410,160,219,789,34,22,5,432,115,23,12.5,13.47,6.5,15,13,6,794.87,570,572.93,5.42,5.2,5.62,32.29,32.41,31.96,108.12,111.71,2309,2690,2.64,1.27,46,41,36,33
8470144,2009,Frans Nielsen,NYI,C,4on5,75,8449,239,39.05,0.14,0.09,0.13,0.11,0.15,0.12,227,7.63,1.08,0.42,1.15,0.21,2.25,4.89,0.96,1.08,0.96,1,0,7,3,1,11,2,1,0,0,2,0,3,4,6,9,1,2,56,0,12,1,5,3,2,0.16,0.28,0.65,0,0,1,11,10,10,1,0.1,0,0.27,0.92,0.92,0.9,239,2,115,20,102,11,36,34,158,56,71,14704,2,4,2,0,23.69,3.21,3.02,3.21,3.02,27,7,2,36,3,3,0,19,8,7,0.47,0.8,1.94,2,0,1,36,34,34,0.34,0.63,0.57,2.98,2.98,2.96,133.11,18.93,16.4,18.93,16.4,129,59,63,251,15,10,4,122,45,21,3.18,5.28,10.47,6,2,7,251,188,188,3.12,3.75,4.05,18,18,15.5,3.59,34.77,60,473,0.42,0.08,3,5,2,3
8470144,2009,Frans Nielsen,NYI,C,5on4,75,12772,221,39.98,0.93,0.91,0.93,0.88,0.93,0.86,294,26.45,2.24,2.42,5.41,0.92,17.8,9.22,2.09,2.24,2.09,5,3,25,13,11,49,8,0,6,0,7,2,12,11,25,38,0,0,85,6,6,7,27,9,2,0.78,0.9,0.56,0,0,0,49,38,38,1,0.59,2.6,0.02,2.81,2.81,2.65,221,119,5,19,78,50,8,36,127,85,79,13781,0,0,0,7,184.89,21.84,20.73,21.84,20.73,180,81,96,357,15,16,3,182,52,27,4.44,6.35,11.05,3,2,10,357,261,261,4.42,4.1,4.07,22.18,22.18,21.29,13.16,1.53,1.45,1.53,1.45,14,6,6,26,0,1,0,13,5,2,0.32,0.66,0.55,0,0,0,26,20,20,0.16,0.29,0.29,1.4,1.4,1.39,29.32,3.07,382,52,0.12,0,4,0,2,0
8467436,2009,Jay Leach,S.J,D,other,34,999,21,3.25,0.41,0.62,0.57,0.52,0.42,0.54,81,1.98,0.57,0.12,0.28,0.06,1.02,0.95,0.57,0.57,0.57,0,0,3,0,1,4,1,1,0,0,0,0,2,0,2,2,0,0,0,0,0,1,1,1,1,0.02,0.08,0.47,0,0,1,4,3,3,0,0.03,0,0,0.6,0.6,0.6,21,1,3,2,15,0,3,3,15,0,0,3188,0,0,0,0,5.93,0.86,0.86,0.86,0.86,8,0,8,16,1,0,0,5,2,1,0.18,0.2,0.47,0,0,1,16,8,8,0.15,0,0,1,1,1,7.94,1.23,1.13,1.23,1.13,9,2,1,12,1,2,1,8,2,1,0.33,0.2,0.7,0,0,1,12,11,11,0.22,0.77,0.77,0.68,0.68,0.66,6.15,3.74,61,57,0.06,0,2,0,1,0
8467436,2009,Jay Leach,S.J,D,all,34,30243,696,4.92,0.49,0.54,0.46,0.52,0.46,0.52,187,21.69,1.39,1.31,5.34,0.65,12.81,10.49,1.37,1.37,1.35,1,0,27,5,16,48,2,1,3,0,10,0,11,7,26,31,8,25,0,19,7,9,29,2,1,0.72,0.19,0.47,0,0,1,47.1,32,31.43,7,0.27,0.85,0,1.66,1.63,1.6,696,69,98,76,453,85,99,83,429,0,0,94166,25,23,7,38,224.24,19.37,18.35,19.11,18.08,226,83,101,410,20,21,5,232,57,20,6.84,6.92,5.62,7,6,7,407.82,309,306.52,3.15,4.73,4.95,17.57,17.34,16.99,258.93,20.38,19.93,20.52,20.07,273,92,113,478,23,15,4,294,56,15,7.72,6.79,5.87,6,6,11,478.8,365,365.87,3.86,2.96,3.01,21.22,21.39,21.14,87.42,73.75,1661,1504,0,0,0,0,0,0
8467436,2009,Jay Leach,S.J,D,5on5,34,26100,572,4.92,0.54,0.52,0.49,0.52,0.5,0.51,177,19.71,0.82,1.19,5.07,0.59,11.79,9.54,0.8,0.79,0.78,1,0,24,5,15,44,1,0,3,0,10,0,9,7,24,29,8,25,0,18,5,8,28,1,0,0.71,0.11,0,0,0,0,43.1,29,28.43,7,0.24,0.85,0,1.05,1.03,1,572,63,70,69,370,79,75,66,352,0,0,68835,25,23,7,33,207.6,17.32,16.31,17.05,16.04,208,79,90,377,19,20,5,218,52,17,6.34,6.33,4.65,7,6,6,374.82,287,284.52,2.88,4.54,4.76,15.44,15.2,14.85,208.8,14.92,14.67,15.06,14.81,218,74,97,389,17,13,3,235,46,11,6.38,5.66,2.87,4,6,7,389.8,292,292.87,2.71,2.18,2.24,15.39,15.55,15.44,50.74,45.92,1137,1065,1.22,0.18,42,6,32,4
8467436,2009,Jay Leach,S.J,D,4on5,34,2915,90,5.05,0.17,0.08,0.14,0.12,0.15,0.11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,25,4,60,6,18,10,56,0,0,9008,0,0,0,1,7.52,0.84,0.83,0.84,0.83,6,4,1,11,0,1,0,6,3,1,0.24,0.39,0.21,0,0,0,11,10,10,0.08,0.19,0.19,0.73,0.73,0.73,38.71,4.18,4.09,4.18,4.09,42,15,13,70,5,0,0,46,8,3,0.97,0.92,2.3,2,0,3,70,57,57,0.82,0,0,5,5,4.89,1.38,15.04,34,256,0.34,0,4,0,4,0
8467436,2009,Jay Leach,S.J,D,5on4,34,229,13,3.05,0.96,0.9,0.67,0.89,0.75,0.87,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,1,8,0,3,4,6,0,0,4117,0,0,0,1,2.37,0.31,0.31,0.31,0.31,3,0,1,4,0,0,0,2,0,1,0.02,0,0.28,0,0,0,4,3,3,0.04,0,0,0.34,0.34,0.34,0.78,0.01,0.01,0.01,0.01,1,0,1,2,0,0,0,1,0,0,0.01,0,0,0,0,0,2,1,1,0,0,0,0.02,0.02,0.02,7.43,0.87,135,17,0,0,0,0,0,0
8467439,2009,Jaroslav Spacek,MTL,D,other,74,4628,86,17.98,0.56,0.39,0.54,0.42,0.52,0.43,155,11.68,0.99,0.79,2.56,0.38,7.21,5.08,0.86,0.99,0.86,3,0,13,4,9,26,3,0,1,0,1,0,6,9,13,17,1,4,0,0,2,3,13,4,0,0.48,0.51,0,0,0,0,26,17,17,3,0.22,0.36,0,1.21,1.21,1.05,86,9,25,15,37,11,11,11,53,0,0,6313,4,0,0,6,58.3,10.29,9.78,10.29,9.78,63,21,35,119,12,7,2,51,20,13,1.79,2.45,6.05,2,4,6,119,84,84,1.1,1.99,1.99,9.27,9.27,9.01,51.8,8.14,7.73,8.14,7.73,52,26,22,100,4,2,2,55,14,9,2.09,1.85,4.2,2,1,1,100,78,78,0.88,0.6,0.6,8.16,8.16,7.89,11.6,17.98,142,200,0.22,0,4,1,3,0
8467439,2009,Jaroslav Spacek,MTL,D,all,74,96689,2030,22.88,0.52,0.48,0.51,0.46,0.51,0.46,218,102.74,5.35,7.15,25.86,3.4,66.27,47.23,5.09,5.32,5.07,6,12,99,60,98,257,21,3,10,0,26,1,53,66,96,156,24,50,0,54,37,81,153,5,1,4.28,0.61,0.46,3,0,0,255.07,159,158.61,71,1.59,2.98,0,6.68,6.63,6.32,2030,180,241,322,1287,237,256,308,1229,0,0,174956,50,43,16,134,829.35,75.75,73.14,75.8,73.18,824,336,422,1582,79,65,12,887,207,66,26.2,24.58,24.97,28,25,26,1572.15,1160,1155.75,12.13,14.05,14.06,72.78,72.7,71.22,781.01,69.21,67.22,69.4,67.41,804,300,429,1533,65,54,15,828,213,63,23.54,25.38,20.29,27,21,17,1546.44,1104,1109.93,11.09,11.06,11.28,68.29,68.43,67.33,130.99,143.05,2493,2945,0,0,0,0,0,0
8467439,2009,Jaroslav Spacek,MTL,D,5on5,74,78780,1644,22.88,0.46,0.47,0.48,0.47,0.49,0.46,166,60.94,2.45,3.71,16.26,2.06,38.07,30.58,2.4,2.42,2.37,2,6,59,36,72,167,10,2,5,0,18,1,29,40,57,93,23,46,0,52,23,65,95,0,0,2.45,0,0,2,0,0,165.07,95,94.61,59,0.74,1.36,0,3.05,3,2.94,1644,111,181,278,1074,197,210,245,992,0,0,134384,46,43,16,116,613.04,44.25,43.23,44.29,43.26,607,247,331,1185,52,36,5,684,144,26,20.17,17.15,6.92,25,18,9,1175.15,854,849.75,7.79,6.4,6.48,44.97,44.89,44.36,641.11,51.18,49.84,51.38,50.02,661,237,364,1262,47,47,13,686,169,43,19.32,20,11.87,21,14,12,1275.44,898,903.93,8.46,9.6,9.87,49.31,49.45,48.83,78.46,87.79,1874,2124,6.2,0.84,143,29,108,21
8467439,2009,Jaroslav Spacek,MTL,D,4on5,74,4771,133,15.83,0.2,0.15,0.18,0.15,0.19,0.18,242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,133,3,34,13,83,2,22,18,91,0,0,16487,0,0,0,4,15.98,1.88,1.79,1.88,1.79,14,7,5,26,0,2,0,11,8,2,0.31,1.02,0.55,0,0,0,26,21,21,0.2,0.44,0.44,1.65,1.65,1.64,63.94,7.33,7.1,7.33,7.1,61,29,31,121,9,4,0,63,18,9,1.52,2.12,3.7,2,3,4,121,90,90,1.44,0.61,0.57,8.2,8.2,7.99,3.89,22.18,76,417,0.2,0.02,5,1,5,1
8467439,2009,Jaroslav Spacek,MTL,D,5on4,74,8510,167,22.55,0.89,0.88,0.86,0.87,0.86,0.86,192,30.13,1.91,2.65,7.04,0.95,21,11.57,1.84,1.91,1.84,1,5,27,20,15,62,7,1,4,0,7,0,18,17,26,46,0,0,0,0,5,4,45,1,1,1.35,0.1,0.46,1,0,0,62,47,47,0,0.64,1.27,0,2.42,2.42,2.33,167,57,1,16,93,27,13,34,93,0,0,11708,0,0,0,7,137.19,18.64,17.68,18.64,17.68,136,59,50,245,15,19,5,138,33,24,3.81,3.68,11.16,1,3,11,245,195,195,2.96,4.92,4.86,16.41,16.41,15.73,20.42,2.23,2.22,2.23,2.22,26,7,8,41,5,1,0,21,10,2,0.47,1.23,0.53,2,3,0,41,33,33,0.26,0.25,0.25,2.24,2.24,2.24,27.95,3.71,322,47,0.25,0,4,0,4,0
8470724,2009,Kyle Quincey,COL,D,other,79,4362,77,11.71,0.54,0.44,0.47,0.38,0.45,0.38,126,11.08,0.99,0.88,2.02,0.35,7.16,4.6,0.98,0.99,0.98,1,1,11,5,4,20,2,0,1,0,3,0,6,6,11,16,2,4,0,4,1,2,13,1,2,0.26,0.2,0.54,0,0,0,20,16,16,1,0.3,0.63,0,1.29,1.29,1.28,77,16,18,13,30,8,8,12,49,0,0,4597,4,0,0,5,54.46,13.33,12.09,13.33,12.09,55,19,24,98,11,5,2,37,20,17,1.23,2.86,9.24,0,3,8,98,74,74,1.37,2.61,2.01,12.7,12.7,12.45,63.8,11.46,10.73,11.46,10.73,63,28,18,109,7,5,1,55,26,10,1.83,3.22,6.41,0,2,5,109,91,91,1.44,1.65,1.65,11.25,11.25,10.63,7.52,9.4,76,123,0.24,0.01,4,1,3,1
8470724,2009,Kyle Quincey,COL,D,all,79,111913,2278,20.37,0.47,0.49,0.45,0.45,0.46,0.46,142,139.37,7.48,8.77,34.26,4.57,83.41,66.5,7.26,7.47,7.25,8,15,139,66,106,311,29,6,9,1,27,6,65,92,133,199,35,76,0,115,47,52,190,5,10,3.57,0.74,3.17,2,1,3,312.26,205,206.19,34,2.07,2.31,1.28,8.28,8.29,8.19,2278,240,325,420,1293,278,303,362,1335,0,1,177003,76,44,19,143,836.49,84.57,80.89,85.04,81.34,869,283,342,1494,87,80,21,842,220,90,24.24,27.43,32.9,26,34,27,1504.02,1152,1158.72,14.03,17.91,18.6,80,80.55,79.21,973.37,93.51,89.73,93.22,89.44,986,383,445,1814,86,89,20,1042,234,93,29.25,28.68,35.58,18,27,41,1800.73,1369,1362.1,15.41,18.07,18.4,90.52,90.05,87.46,125.84,130.81,2339,2890,0,0,0,0,0,0
