"","shotID","homeTeamCode","awayTeamCode","season","isPlayoffGame","game_id","homeTeamWon","id","time","timeUntilNextEvent","timeSinceLastEvent","period","team","location","event","goal","shotPlayContinuedOutsideZone","shotPlayContinuedInZone","shotGoalieFroze","shotPlayStopped","shotGeneratedRebound","homeTeamGoals","awayTeamGoals","xCord","yCord","xCordAdjusted","yCordAdjusted","shotAngle","shotAngleAdjusted","shotAnglePlusRebound","shotAngleReboundRoyalRoad","shotDistance","shotType","shotOnEmptyNet","shotRebound","shotAnglePlusReboundSpeed","shotRush","speedFromLastEvent","lastEventxCord","lastEventyCord","distanceFromLastEvent","lastEventShotAngle","lastEventShotDistance","lastEventCategory","lastEventTeam","homeEmptyNet","awayEmptyNet","homeSkatersOnIce","awaySkatersOnIce","awayPenalty1TimeLeft","awayPenalty1Length","homePenalty1TimeLeft","homePenalty1Length","playerPositionThatDidEvent","playerNumThatDidEvent","playerNumThatDidLastEvent","lastEventxCord_adjusted","lastEventyCord_adjusted","timeSinceFaceoff","goalieIdForShot","goalieNameForShot","shooterPlayerId","shooterName","shooterLeftRight","shooterTimeOnIce","shooterTimeOnIceSinceFaceoff","shootingTeamForwardsOnIce","shootingTeamDefencemenOnIce","shootingTeamAverageTimeOnIce","shootingTeamAverageTimeOnIceOfForwards","shootingTeamAverageTimeOnIceOfDefencemen","shootingTeamMaxTimeOnIce","shootingTeamMaxTimeOnIceOfForwards","shootingTeamMaxTimeOnIceOfDefencemen","shootingTeamMinTimeOnIce","shootingTeamMinTimeOnIceOfForwards","shootingTeamMinTimeOnIceOfDefencemen","shootingTeamAverageTimeOnIceSinceFaceoff","shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff","shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMaxTimeOnIceSinceFaceoff","shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff","shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","shootingTeamMinTimeOnIceSinceFaceoff","shootingTeamMinTimeOnIceOfForwardsSinceFaceoff","shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff","defendingTeamForwardsOnIce","defendingTeamDefencemenOnIce","defendingTeamAverageTimeOnIce","defendingTeamAverageTimeOnIceOfForwards","defendingTeamAverageTimeOnIceOfDefencemen","defendingTeamMaxTimeOnIce","defendingTeamMaxTimeOnIceOfForwards","defendingTeamMaxTimeOnIceOfDefencemen","defendingTeamMinTimeOnIce","defendingTeamMinTimeOnIceOfForwards","defendingTeamMinTimeOnIceOfDefencemen","defendingTeamAverageTimeOnIceSinceFaceoff","defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff","defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMaxTimeOnIceSinceFaceoff","defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff","defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff","defendingTeamMinTimeOnIceSinceFaceoff","defendingTeamMinTimeOnIceOfForwardsSinceFaceoff","defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff","offWing","arenaAdjustedShotDistance","arenaAdjustedXCord","arenaAdjustedYCord","arenaAdjustedYCordAbs","timeDifferenceSinceChange","averageRestDifference","xGoal","xFroze","xRebound","xPlayContinuedInZone","xPlayContinuedOutsideZone","xPlayStopped","xShotWasOnGoal","isHomeTeam","shotWasOnGoal","teamCode","arenaAdjustedXCordABS"
"11",945518,"VAN","CGY",2016,0,20029,1,44,554,0,29,1,"AWAY","HOMEZONE","GOAL",1,0,0,0,0,0,0,0,86,-36,86,-36,-85.2363583093,85.2363583093,0,0,36.1247837364,NA,1,0,0,0,4.49626612167,-43,-17,130.391717528,0,0,"SHOT","HOME",1,0,6,5,0,0,0,0,"R",36,23,-43,-17,58,0,NA,8471426,"Troy Brouwer","R",58,58,3,2,43.2,58,21,58,58,21,21,58,21,43.2,58,21,58,58,21,21,58,21,4,2,30.5,44.25,3,58,58,3,3,3,3,30.5,44.25,3,58,58,3,3,3,3,0,37,86,-37,37,18,12.7,0.351508,0.0288355,0.0297048,0.297215,0.275547,0.0171905,0.502341,0,1,"CGY",86
"12",945519,"VAN","CGY",2016,0,20029,1,47,561,23,7,1,"HOME","AWAYZONE","SHOT",0,1,0,0,0,0,0,1,-51,8,51,-8,-11.8886580396,11.8886580396,0,0,38.8329756779,"WRIST",0,0,0,0,7.39828992927,0,-1,51.7880295049,0,0,"FAC","HOME",0,0,5,4,113,120,0,0,"C",20,0,0,1,7,8473434,"Chad Johnson",8474091,"Brandon Sutter","R",7,7,4,1,41.8,50.5,7,65,65,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,12.25,7,17.5,28,7,28,7,7,7,7,7,7,7,7,7,7,7,7,0,40,-50,8,8,0,0,0.0407782,0.183706,0.042329,0.481489,0.230753,0.0209444,0.699808,1,1,"VAN",50
"13",945520,"VAN","CGY",2016,0,20029,1,52,669,17,54,1,"HOME","AWAYZONE","SHOT",0,1,0,0,0,0,0,1,-49,-16,49,16,21.8014094864,21.8014094864,0,0,43.0813184571,"WRIST",0,0,0,0,0.386678018849,-69,-22,20.8806130178,0,0,"FAC","AWAY",0,0,5,4,5,120,0,0,"D",8,0,69,22,54,8473434,"Chad Johnson",8475690,"Christopher Tanev","R",23,23,3,2,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2,2,34,25,43,43,25,43,25,25,43,34,25,43,43,25,43,25,25,43,1,45,-47,-17,17,-2,-11,0.0367446,0.163173,0.0579922,0.344944,0.373367,0.0237793,0.658661,1,1,"VAN",47
"14",945521,"VAN","CGY",2016,0,20029,1,56,707,0,21,1,"AWAY","HOMEZONE","SHOT",0,0,0,1,0,0,0,1,77,-7,77,-7,-30.2564371635,30.2564371635,0,0,13.8924439894,"WRIST",0,0,0,0,1.43253418633,69,22,30.083217913,0,0,"FAC","HOME",0,0,5,5,0,0,0,0,"L",13,0,69,22,21,8468011,"Ryan Miller",8476346,"Johnny Gaudreau","L",21,21,3,2,22.2,21,24,24,21,24,21,21,24,21,21,21,21,21,21,21,21,21,3,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,14,77,-7,7,0,0,0.0927572,0.108909,0.0900845,0.411564,0.278858,0.0178272,0.815483,0,1,"CGY",77
"15",945522,"VAN","CGY",2016,0,20029,1,59,729,0,22,1,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,0,1,-57,-7,57,7,12.3390872783,12.3390872783,0,0,32.7566787083,"BACK",0,0,0,0,5.76771435888,69,-22,126.889715895,0,0,"FAC","AWAY",0,0,5,5,0,0,0,0,"C",53,0,-69,22,22,8473434,"Chad Johnson",8477500,"Bo Horvat","L",22,22,3,2,19,22,14.5,22,22,22,7,22,7,19,22,14.5,22,22,22,7,22,7,3,2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,34,-56,-7,7,-15,-3,0.022108,0.152433,0.0403394,0.449715,0.318111,0.0172945,0.632279,1,1,"VAN",56
"16",945523,"VAN","CGY",2016,0,20029,1,62,738,0,9,1,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,0,1,-36,22,36,-22,-22.5430610001,22.5430610001,0,0,57.3846669416,"WRIST",0,0,0,0,6.11111111111,-69,-22,55,0,0,"FAC","HOME",0,0,5,5,0,0,0,0,"D",44,0,69,22,9,8473434,"Chad Johnson",8475790,"Erik Gudbranson","R",9,9,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,59,-35,23,23,0,0,0.00917839,0.168739,0.0356611,0.481122,0.286073,0.0192275,0.599713,1,1,"VAN",35
"17",945524,"VAN","CGY",2016,0,20029,1,66,760,46,17,1,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,1,64,-15,64,-15,-30.9637565321,30.9637565321,30.9637565321,0,29.1547594742,"WRIST",0,0,1.82139744306,0,6.9366884793,-45,30,117.923704148,0,0,"BLOCK","HOME",0,0,5,5,0,0,0,0,"R",36,0,-45,30,22,8468011,"Ryan Miller",8471426,"Troy Brouwer","R",31,22,3,2,31,31,31,31,31,31,31,31,31,22,22,22,22,22,22,22,22,22,3,2,31,31,31,31,31,31,31,31,31,22,22,22,22,22,22,22,22,22,0,31,62,-16,16,0,0,0.0439419,0.147963,0.0427741,0.430623,0.313193,0.0215057,0.709051,0,1,"CGY",62
"18",945525,"VAN","CGY",2016,0,20029,1,73,939,8,8,1,"HOME","AWAYZONE","SHOT",0,1,0,0,0,0,0,1,-40,28,40,-28,-29.7448812969,29.7448812969,0,0,56.4358042381,"SLAP",0,0,0,0,3.125,-16,35,25,0,0,"TAKE","HOME",0,0,5,5,0,0,0,0,"R",15,0,16,-35,201,8473434,"Chad Johnson",8473432,"Derek Dorsett","R",26,26,3,2,15.4,18.6666666667,10.5,26,26,13,4,4,8,15.4,18.6666666667,10.5,26,26,13,4,4,8,3,2,27.4,25.6666666667,30,30,27,30,23,23,30,27.4,25.6666666667,30,30,27,30,23,23,30,0,57,-40,28,28,-19,-12,0.0134324,0.16027,0.0378983,0.441456,0.324147,0.0227964,0.651891,1,1,"VAN",40
"19",945526,"VAN","CGY",2016,0,20029,1,78,1003,36,24,1,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,1,81,-10,81,-10,-51.3401917459,51.3401917459,0,0,12.8062484749,"WRIST",0,0,0,0,7.50936914794,-99,-1,180.224859551,0,0,"HIT","HOME",0,0,5,5,0,0,0,0,"L",19,0,-99,-1,265,8468011,"Ryan Miller",8479314,"Matthew Tkachuk","L",46,46,3,2,32.4,41,19.5,46,46,21,18,31,18,32.4,41,19.5,46,46,21,18,31,18,3,2,23.2,16.6666666667,33,34,22,34,6,6,32,23.2,16.6666666667,33,34,22,34,6,6,32,1,13,81,-10,10,12,9.2,0.0746575,0.117456,0.0681157,0.398616,0.320406,0.0207484,0.814892,0,1,"CGY",81
"20",945527,"VAN","CGY",2016,0,20029,1,79,1039,32,36,1,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,1,42,25,42,25,28.009176708,28.009176708,79.3493684539,1,53.2353266168,"WRIST",0,0,2.20414912372,0,1.4556191674,81,-10,52.4022900263,-51.3401917459,12.8062484749,"SHOT","AWAY",0,0,5,5,0,0,0,0,"D",29,19,81,-10,301,8468011,"Ryan Miller",8468674,"Deryk Engelland","R",9,9,3,2,15.8,19.3333333333,10.5,24,24,12,9,17,9,15.8,19.3333333333,10.5,24,24,12,9,17,9,3,2,33,39,24,58,58,24,17,17,24,33,39,24,58,58,24,17,17,24,1,54,41,25,25,-8,-17.2,0.011168,0.202746,0.0376451,0.432675,0.295559,0.0202076,0.66682,0,1,"CGY",41
"21",945528,"VAN","CGY",2016,0,20029,1,80,1071,0,32,1,"HOME","AWAYZONE","SHOT",0,0,0,1,0,0,0,1,-58,24,58,-24,-37.7468053873,37.7468053873,0,0,39.2045915678,"WRIST",0,0,0,0,3.12515624609,42,25,100.004999875,0,0,"SHOT","AWAY",0,0,5,5,0,0,0,0,"C",53,29,-42,-25,333,8473434,"Chad Johnson",8477500,"Bo Horvat","L",49,49,3,2,26.4,34.3333333333,14.5,49,49,25,4,27,4,26.4,34.3333333333,14.5,49,49,25,4,27,4,3,2,25.4,14,42.5,44,26,44,3,3,41,25.4,14,42.5,44,26,44,3,3,41,1,40,-57,24,24,1,1,0.0241391,0.203824,0.0316725,0.385828,0.332145,0.0223903,0.747679,1,1,"VAN",57
"22",945529,"VAN","CGY",2016,0,20029,1,85,1168,0,16,1,"HOME","AWAYZONE","SHOT",0,0,1,0,0,0,0,1,-37,26,37,-26,-26.5650511771,26.5650511771,0,0,58.137767415,"WRIST",0,0,0,0,4.72898310951,-74,-40,75.6637297521,0,0,"GIVE","AWAY",0,0,5,5,0,0,0,0,"D",63,0,74,40,97,8473434,"Chad Johnson",8474707,"Philip Larsen","R",23,23,3,2,39.2,50,23,69,69,23,23,23,23,39.2,50,23,69,69,23,23,23,23,3,2,58,64.3333333333,48.5,68,68,56,41,59,41,58,64.3333333333,48.5,68,68,56,41,59,41,0,61,-34,27,27,-18,-18.8,0.00980336,0.169533,0.039878,0.497945,0.26487,0.0179703,0.634967,1,1,"VAN",34
"23",945530,"VAN","CGY",2016,0,20029,1,93,1265,8,14,2,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,1,-82,21,82,-21,-71.5650511771,71.5650511771,0,0,22.1359436212,"WRIST",0,0,0,0,1.69783776057,-73,-1,23.769728648,0,0,"BLOCK","AWAY",0,0,5,5,0,0,0,0,"R",36,0,73,1,65,8468011,"Ryan Miller",8471426,"Troy Brouwer","R",9,9,3,2,10.6,6.33333333333,17,17,9,17,3,3,17,10.6,6.33333333333,17,17,9,17,3,3,17,3,2,39.6,22.6666666667,65,65,28,65,19,19,65,39.6,22.6666666667,65,65,28,65,19,19,65,0,22,-82,21,21,-16,-29,0.0238361,0.125446,0.0449686,0.497922,0.288163,0.0196642,0.725265,0,1,"CGY",82
"24",945531,"VAN","CGY",2016,0,20029,1,97,1297,8,4,2,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,1,-88,26,88,-26,-87.7974018382,87.7974018382,0,0,26.0192236625,"WRIST",0,0,0,0,11.2361025271,-64,-12,44.9444101085,0,0,"BLOCK","AWAY",0,0,5,5,0,0,0,0,"D",27,0,64,12,24,8468011,"Ryan Miller",8476462,"Dougie Hamilton","R",49,24,3,2,42.6,38.3333333333,49,49,41,49,35,35,49,24,24,24,24,24,24,24,24,24,3,2,42.4,54.6666666667,24,60,60,24,24,51,24,24,24,24,24,24,24,24,24,24,0,28,-88,28,28,0,0,0.0313956,0.145587,0.0575119,0.437716,0.301171,0.0266179,0.657406,0,1,"CGY",88
"25",945532,"VAN","CGY",2016,0,20029,1,99,1317,3,12,2,"AWAY","HOMEZONE","SHOT",0,0,1,0,0,0,0,1,-36,-14,36,14,14.7967622451,14.7967622451,0,0,54.8178802947,"WRIST",0,0,0,0,6.444743767,-95,36,77.3369252039,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"D",27,0,95,-36,44,8468011,"Ryan Miller",8476462,"Dougie Hamilton","R",69,44,3,2,51.8,40.3333333333,69,69,61,69,1,1,69,35.4,29.6666666667,44,44,44,44,1,1,44,3,2,62.4,74.6666666667,44,80,80,44,44,71,44,44,44,44,44,44,44,44,44,44,1,56,-35,-14,14,-43,-8.6,0.0133832,0.1529,0.0437151,0.449772,0.322447,0.0177833,0.597512,0,1,"CGY",35
"26",945533,"VAN","CGY",2016,0,20029,1,101,1343,0,23,2,"AWAY","HOMEZONE","SHOT",0,0,0,1,0,0,0,1,-79,17,79,-17,-59.5344550805,59.5344550805,0,0,19.7230829233,"BACK",0,0,0,0,2.72390523612,-49,-38,62.6498204307,0,0,"HIT","AWAY",0,0,5,5,0,0,0,0,"R",67,0,49,38,70,8468011,"Ryan Miller",8473564,"Michael Frolik","L",15,15,3,2,14.4,22,3,27,27,3,3,15,3,14.4,22,3,27,27,3,3,15,3,3,2,17.2,15.3333333333,20,20,20,20,13,13,20,17.2,15.3333333333,20,20,20,20,13,13,20,1,20,-79,17,17,-10,-2.8,0.0148909,0.139625,0.0396832,0.475277,0.313969,0.0165546,0.695718,0,1,"CGY",79
"27",945534,"VAN","CGY",2016,0,20029,1,107,1429,12,32,2,"AWAY","HOMEZONE","SHOT",0,1,0,0,0,0,0,1,-76,17,76,-17,-52.5946433686,52.5946433686,52.5946433686,0,21.400934559,"WRIST",0,0,1.64358260527,0,5.18420452553,88,-8,165.894544817,0,0,"BLOCK","HOME",0,0,5,5,0,0,0,0,"R",39,0,-88,8,86,8468011,"Ryan Miller",8475163,"Alex Chiasson","R",19,19,3,2,10.4,16,2,19,19,2,2,13,2,10.4,16,2,19,19,2,2,13,2,3,2,22,6,46,46,8,46,5,5,46,22,6,46,46,8,46,5,5,46,0,21,-76,17,17,-3,-11.6,0.0445732,0.134915,0.049351,0.429321,0.314614,0.0272263,0.730577,0,1,"CGY",76
"28",945535,"VAN","CGY",2016,0,20029,1,109,1445,45,4,2,"AWAY","HOMEZONE","MISS",0,1,0,0,0,0,0,1,-80,16,80,-16,-60.6422464572,60.6422464572,0,0,18.3575597507,"WRIST",0,0,0,0,23.723669615,14,29,94.8946784599,0,0,"GIVE","HOME",0,0,5,5,0,0,0,0,"L",19,0,-14,-29,102,8468011,"Ryan Miller",8479314,"Matthew Tkachuk","L",29,29,3,2,26.4,32,18,35,35,18,18,29,18,26.4,32,18,35,35,18,18,29,18,3,2,38,22,62,62,24,62,21,21,62,38,22,62,62,24,62,21,21,62,1,18,-80,16,16,-3,-11.6,0.0844376,0.136367,0.0672484,0.386876,0.302543,0.0225284,0.798235,0,0,"CGY",80
